electrode_1_modified_mean_absolute_value_2,electrode_2_modified_mean_absolute_value_2,electrode_3_modified_mean_absolute_value_2,electrode_4_modified_mean_absolute_value_2,electrode_5_modified_mean_absolute_value_2,electrode_6_modified_mean_absolute_value_2,electrode_7_modified_mean_absolute_value_2,electrode_8_modified_mean_absolute_value_2
0.042707234133333286,0.05263431568888892,0.1021169215111111,0.03179313995555553,0.016470241600000008,0.013160440577777785,0.036775317733333306,0.0921054452
0.04668152871111109,0.056734485377777755,0.1753685454222224,0.028641788222222225,0.01651123226666667,0.018680610400000013,0.017228645466666668,0.08670673546666668
0.03677026457777777,0.05091985266666664,0.18140180111111123,0.03302521039999998,0.01513692951111112,0.023000086755555545,0.07042225604444444,0.08016888075555555
0.02864392542222223,0.03662112262222218,0.11335874777777775,0.021982063466666674,0.01250561906666667,0.02358631097777776,0.07594335088888889,0.09927396951111116
0.038557302444444434,0.03680362204444443,0.18505437528888888,0.02814805488888888,0.01605007626666667,0.026752224044444422,0.06580260768888885,0.11072914431111108
0.04113166688888886,0.04236093204444442,0.1513871056000001,0.03248151879999998,0.013950756399999997,0.01468625177777779,0.07841900906666667,0.09752058382222226
0.048783075644444424,0.03635637546666666,0.16184571684444451,0.0309953079111111,0.017274405288888895,0.02574470253333332,0.04912094635555557,0.08357769751111109
0.042700956755555526,0.06412749031111115,0.20271640266666668,0.03914682759999999,0.019798729111111128,0.028833644444444417,0.0659322020888889,0.07804571995555556
0.048092828888888856,0.03359253497777776,0.19811635648888895,0.03715639231111109,0.014266049555555566,0.01634038924444445,0.06458023564444443,0.10503149146666667
0.042530111155555515,0.036848886088888866,0.1803978396,0.04115228573333331,0.021398669511111114,0.016934803066666674,0.044186927333333285,0.12124077506666672
0.030908236622222193,0.024900233777777777,0.13364011675555565,0.02530576875555557,0.012322980088888902,0.02504804484444443,0.07632711124444445,0.10046145048888891
0.03834393595555554,0.03447386031111108,0.1637370998222222,0.03640296217777776,0.016875112133333346,0.02927866924444441,0.04938205675555549,0.09604543546666669
0.04478770048888885,0.03176612608888889,0.153279706,0.027570166933333303,0.013247323022222226,0.020036894488888894,0.01318412902222223,0.08790619311111109
0.03717452311111107,0.03630927559999998,0.15348600462222228,0.0316710667111111,0.01669948000000001,0.023892571866666677,0.07006770000000004,0.10493241382222218
0.0366676021333333,0.08050550840000005,0.15496787039999999,0.025659764799999988,0.011944530133333338,0.022655008311111103,0.04816545066666663,0.10827413817777778
0.0411906126222222,0.02716471719999999,0.17818034191111115,0.05522758911111103,0.016389750400000003,0.01914663813333334,0.06485814382222223,0.13056398151111118
0.04728630515555554,0.03841273968888887,0.17002083062222229,0.04267718568888885,0.01791051208888891,0.021073055688888898,0.035220932844444434,0.10534079093333336
0.049849000933333346,0.0274139555111111,0.1420207953333334,0.026327110755555536,0.013049389333333335,0.01528273293333333,0.08284761422222224,0.10835863644444438
0.046272472044444415,0.03141249982222221,0.14322923404444443,0.03534813644444443,0.016592457288888897,0.022924348488888906,0.07648434257777784,0.07678909808888892
0.03485731973333332,0.0378733028444444,0.16133512182222232,0.02869455360000001,0.015189024800000001,0.01799590195555556,0.06310662724444448,0.10572818448888886
0.049527366222222154,0.08371175208888891,0.17075887231111112,0.03164830088888887,0.019667422311111113,0.03734470119999995,0.08704087217777784,0.06356746431111115
0.03361471573333331,0.08338941808888886,0.1697810223555556,0.028461870088888872,0.018534134488888895,0.041804472799999964,0.05967117053333331,0.05110718231111108
0.026444568977777735,0.06221368888888888,0.15458917382222226,0.011596514355555566,0.0173840844888889,0.034186396488888875,0.07207051395555557,0.06259189928888886
0.03311257297777777,0.06315996248888885,0.15419295644444445,0.0203132436,0.013698006755555558,0.03627180137777774,0.06838440502222216,0.06147670004444448
0.024755019244444447,0.07501029639999998,0.19687138315555566,0.031116082844444427,0.014996617244444455,0.04413569457777772,0.051699170177777753,0.07304056604444445
0.03445108106666666,0.061666396533333376,0.17947945244444458,0.0414515946222222,0.016631339733333333,0.0250863387111111,0.046451057155555524,0.06181154044444445
0.029842540488888864,0.05857121008888888,0.17973374146666668,0.022515388711111105,0.016977826000000005,0.025648031777777767,0.04982799302222219,0.07149414915555559
0.047399737733333294,0.0951882804888889,0.16306330955555576,0.036033011644444404,0.01543896026666667,0.024636296399999973,0.053349015333333284,0.06893908124444449
0.02636751639999998,0.04382650586666666,0.17823863306666668,0.020782717244444443,0.019280573466666676,0.052979352711111115,0.03550645222222219,0.07451087466666667
0.03195106226666666,0.0561955952888889,0.17262261377777782,0.024116099999999998,0.021341831066666674,0.023875131911111114,0.03399405257777776,0.07643921026666668
0.02632941311111109,0.04764887377777776,0.1664004787555556,0.023696003066666655,0.013138950711111113,0.031009897244444435,0.03399810293333331,0.06173316226666663
0.029807784799999983,0.06447191657777775,0.1943060183111111,0.02001750382222222,0.014082030133333347,0.024080061422222215,0.04607594604444443,0.08176983551111112
0.022559868266666675,0.041337702488888864,0.14638174946666663,0.025378713733333332,0.016628565866666667,0.029819783244444432,0.030383519822222222,0.07627128631111114
0.031561959955555545,0.05062520577777773,0.20122420657777784,0.0283078371111111,0.015362551822222228,0.03172450182222221,0.03772103488888885,0.07671428515555559
0.027826681066666664,0.05159679782222218,0.16204353515555556,0.02986352608888886,0.013366751911111117,0.02185851697777777,0.038220399511111086,0.0699699177777778
0.032605767333333306,0.05301495302222223,0.2205295122666667,0.02530085124444443,0.016473003333333344,0.03208200573333333,0.030591801866666657,0.07008378635555555
0.023780127022222236,0.05694750795555559,0.20020415213333337,0.033227139644444445,0.013757738177777777,0.030093193244444424,0.03270779337777776,0.07679786035555558
0.023297398755555546,0.05772413159999997,0.18537213826666682,0.0261140779111111,0.0131632536,0.02554103137777777,0.02841684808888888,0.07102370111111113
0.02414876902222221,0.04732395075555552,0.1832615490222223,0.021843812933333324,0.011966724444444453,0.03435786288888887,0.03260711382222221,0.07068932737777778
0.028508606977777778,0.04939313271111109,0.18657605933333335,0.023309135822222205,0.015396609200000005,0.0332413930222222,0.03861265168888886,0.07362482417777777
0.028197380088888866,0.04621763124444444,0.18225750462222232,0.02836253475555555,0.013102848088888891,0.020678549244444455,0.04308709977777777,0.08641593622222223
0.08668456764444443,0.06735324462222224,0.14742686431111113,0.039414673288888875,0.01987237466666667,0.034232276488888866,0.12305334506666675,0.06933075159999996
0.07551150462222217,0.07221282946666668,0.1819559799555556,0.03865583159999998,0.021152894533333338,0.027668264444444427,0.1448394041777778,0.06452869728888885
0.0740598302222222,0.06576398248888891,0.14841806293333343,0.037496711866666636,0.024459764488888886,0.050140642177777764,0.24795273444444457,0.06022611440000001
