electrode_1_modified_mean_absolute_value_1,electrode_2_modified_mean_absolute_value_1,electrode_3_modified_mean_absolute_value_1,electrode_4_modified_mean_absolute_value_1,electrode_5_modified_mean_absolute_value_1,electrode_6_modified_mean_absolute_value_1,electrode_7_modified_mean_absolute_value_1,electrode_8_modified_mean_absolute_value_1
0.010442756666666667,0.012838633333333339,0.03395853833333336,0.019140728333333325,0.009661510000000002,0.015520895000000002,0.04882834666666664,0.012682363333333339
0.012369871666666669,0.01932305333333333,0.029401250000000018,0.01820326833333333,0.010703206666666671,0.013203228333333341,0.04736996333333332,0.013489648333333335
0.011614645000000002,0.01921885999999999,0.03750019500000001,0.02247411333333332,0.01028652,0.015130313333333334,0.06268243833333334,0.012395883333333337
0.010703191666666669,0.01315110666666667,0.028672020000000024,0.02169280666666666,0.009609425,0.014453196666666666,0.05052124333333331,0.012239668333333337
0.010000058333333336,0.016822968333333323,0.034869985000000006,0.022448081666666654,0.011093825000000002,0.013333423333333337,0.031068028333333324,0.010911525000000004
0.010130278333333336,0.010859458333333336,0.027838736666666676,0.02106784666666666,0.01033861666666667,0.01174486666666667,0.05486984666666661,0.01192714666666667
0.009505270000000001,0.010963595,0.022083484999999996,0.018177154999999993,0.009974015000000003,0.012630276666666669,0.03783882,0.014088645000000002
0.010182373333333335,0.01109384166666667,0.02429696833333333,0.019661579999999994,0.01057299,0.015156308333333328,0.0529951283333333,0.011432350000000003
0.009817783333333333,0.009479218333333334,0.022734486666666665,0.017656341666666665,0.010078188333333333,0.01221358666666667,0.03609400999999999,0.012890705000000006
0.009739658333333337,0.01059903666666667,0.024557469999999998,0.018645944999999997,0.009244843333333334,0.010599010000000002,0.031354349999999996,0.011692785000000004
0.009244859999999999,0.010416751666666666,0.021979308333333336,0.016484453333333326,0.009843811666666667,0.010234448333333335,0.029948061666666675,0.010520904999999999
0.010052155000000002,0.009010488333333334,0.025182423333333332,0.01645843666666666,0.009661508333333334,0.013020930000000002,0.04687524999999999,0.011432363333333334
0.00929694,0.010286533333333337,0.021250118333333325,0.017422009999999988,0.009921943333333334,0.010234436666666664,0.03513037166666667,0.010807355000000001
0.01070319666666667,0.01075528166666667,0.023750194999999995,0.017578229999999997,0.01026049166666667,0.012369861666666667,0.03257822166666667,0.011406310000000003
0.009270898333333335,0.009817760000000002,0.0262501,0.01632821166666666,0.009531306666666668,0.011614635000000003,0.04463571999999999,0.013177175000000006
0.010078198333333337,0.009869840000000001,0.02684913333333333,0.01755223833333333,0.010338615,0.010885483333333338,0.035755323333333346,0.012187575000000003
0.008541728333333337,0.010807353333333335,0.025338701666666658,0.018593863333333325,0.009895901666666668,0.011875085000000002,0.03252630833333334,0.010885461666666669
0.010390703333333336,0.01080736666666667,0.024218939999999984,0.018672026666666657,0.010442766666666667,0.013541728333333341,0.03765641166666665,0.011041741666666669
0.009661513333333333,0.011406335000000005,0.026484543333333332,0.014817806666666664,0.009869846666666668,0.012786530000000004,0.042708601666666644,0.011484433333333337
0.010208405000000002,0.010572993333333336,0.028359535000000012,0.016302154999999995,0.010182363333333335,0.014505256666666662,0.04812530999999999,0.011588576666666671
0.009661516666666668,0.010182376666666668,0.020807399999999997,0.015338629999999995,0.009713601666666667,0.011510480000000005,0.04859405833333332,0.011588593333333334
0.010416728333333333,0.011354243333333337,0.027526203333333332,0.018333435,0.010208405000000002,0.011744851666666669,0.03578141833333333,0.012109460000000004
0.009713600000000001,0.010781345000000001,0.022942821666666665,0.01833340833333333,0.010312585,0.014270896666666666,0.051927534999999976,0.012968808333333337
0.009947971666666666,0.01085943166666667,0.024974054999999995,0.017187609999999996,0.010651118333333336,0.013203190000000004,0.0600523733333333,0.013437608333333339
0.0089063,0.010234451666666668,0.02393245333333333,0.01768241666666667,0.009322975,0.01348967666666667,0.046328485,0.012135485000000001
0.008802125000000001,0.010338623333333337,0.027109504999999992,0.019791768333333324,0.00963549166666667,0.012630275000000002,0.05625028499999994,0.013281340000000004
0.008802143333333335,0.010911535000000003,0.02424499166666666,0.01742197166666666,0.008880263333333334,0.013880295,0.05260449999999999,0.011536531666666669
0.009453188333333334,0.009088603333333334,0.027317868333333332,0.01687516333333332,0.009791731666666668,0.011484456666666669,0.05369841499999997,0.014192798333333334
0.010677158333333336,0.010156303333333332,0.028958603333333357,0.019192836666666664,0.00932296166666667,0.012369881666666669,0.04833377833333333,0.012916760000000003
0.009296916666666669,0.010833400000000002,0.023046978333333325,0.018203248333333318,0.009453189999999998,0.01210944166666667,0.049166974999999995,0.012578208333333337
0.010260485000000001,0.012526111666666671,0.023567798333333334,0.01765634166666665,0.010807360000000002,0.012760506666666671,0.04596370166666666,0.012500055000000001
0.00932296,0.010729260000000004,0.02768247,0.017343856666666664,0.010052131666666669,0.014140681666666668,0.06158892499999995,0.013802180000000004
0.009114649999999998,0.010885460000000001,0.028072950000000006,0.01861989833333333,0.009166711666666667,0.014114668333333335,0.05796906666666659,0.012812573333333337
0.010442765000000001,0.012760510000000003,0.025416809999999995,0.015286574999999998,0.01028652666666667,0.012213615000000002,0.04570334166666664,0.01119798666666667
0.008958381666666666,0.01122402666666667,0.024765771666666662,0.01768241833333333,0.008593811666666666,0.011510516666666668,0.047890963333333314,0.011250061666666668
0.00869798,0.010182356666666666,0.02786469500000001,0.01867196166666666,0.009661523333333333,0.014791746666666663,0.053437935000000006,0.012786515000000002
0.008697955,0.011953178333333337,0.030000183333333343,0.019323014999999995,0.010026101666666667,0.013671945000000003,0.06354211166666664,0.013593830000000003
0.009427153333333334,0.014765721666666665,0.027760505000000008,0.01638032499999999,0.009479218333333334,0.013697981666666675,0.04317742999999997,0.012083418333333337
0.008906305000000002,0.013541753333333337,0.02708348166666666,0.01731782833333332,0.009635471666666668,0.013073005000000007,0.05278659833333333,0.011588613333333338
0.009244851666666668,0.01023445,0.022057405000000002,0.01664073666666666,0.008776098333333334,0.012265700000000003,0.047135643333333324,0.013203178333333336
0.010312570000000002,0.011197973333333335,0.02606788833333333,0.019401194999999996,0.009921946666666667,0.01299489666666667,0.05218804166666662,0.012213615000000002
0.00906256,0.010703206666666664,0.023672028333333327,0.019401158333333328,0.009349011666666667,0.011406325000000002,0.04653669333333334,0.010312561666666668
0.009583395000000001,0.010156311666666668,0.025234499999999997,0.016067814999999996,0.009088586666666669,0.013229223333333337,0.04440136666666665,0.013072996666666671
0.00893233,0.010937518333333335,0.030651258333333355,0.017031351666666663,0.009791730000000004,0.012135505000000003,0.041406485000000014,0.012916735000000004
0.009505291666666667,0.01166674166666667,0.022968930000000002,0.018177238333333328,0.009192768333333334,0.011823006666666667,0.04557307333333333,0.013411541666666672
0.00921882,0.012890716666666671,0.025052311666666664,0.01708347,0.009791716666666667,0.013724035000000004,0.062448058333333306,0.01216155166666667
0.009062553333333334,0.010833400000000002,0.022395939999999993,0.016510506666666664,0.009817773333333333,0.012916740000000005,0.03611996833333333,0.011458405000000001
0.009791713333333335,0.011979253333333337,0.026640773333333326,0.01763027833333333,0.01046881166666667,0.013463586666666668,0.048463715000000004,0.010520900000000003
0.008203166666666666,0.010885480000000001,0.026744886666666665,0.016901164999999992,0.009192753333333333,0.012942798333333335,0.048932469999999985,0.013932348333333332
0.009583401666666668,0.01109381666666667,0.026640743333333335,0.016276131666666666,0.009453190000000002,0.013958406666666666,0.039922001666666665,0.01104173666666667
0.010651116666666668,0.012838618333333336,0.02778668166666667,0.022890764999999993,0.010807365000000003,0.012005318333333338,0.037500318333333324,0.011927170000000003
0.009635475,0.011328208333333336,0.024453259999999997,0.017656329999999998,0.009296918333333333,0.010312555000000001,0.044661924999999984,0.012057350000000001
0.010182353333333333,0.014427169999999994,0.022109564999999987,0.01580739166666666,0.009765685000000001,0.011562565000000004,0.04059907333333332,0.01130216166666667
0.009479215000000001,0.011640696666666669,0.026458475000000002,0.01789074833333333,0.009687566666666668,0.013671923333333336,0.055286838333333276,0.011328173333333334
0.009739665,0.010572975000000002,0.024192874999999992,0.015312583333333324,0.009947991666666671,0.012005303333333339,0.045312778333333324,0.015078166666666662
0.010703196666666668,0.012239653333333338,0.025781389999999994,0.018099089999999995,0.010104233333333336,0.012526133333333337,0.04377640166666665,0.011458398333333336
0.010729228333333335,0.021067776666666663,0.027396026666666663,0.016041778333333322,0.009557358333333333,0.012213613333333338,0.04299498333333333,0.011640685000000001
0.009687573333333333,0.01481778333333333,0.025520998333333333,0.016380315,0.009427145,0.011354245000000002,0.04023465666666666,0.010599020000000002
0.009583405000000001,0.010286530000000006,0.026198073333333335,0.017187591666666658,0.009479210000000002,0.011901120000000003,0.042969065,0.011406313333333334
0.009713608333333335,0.015599076666666661,0.023307404999999996,0.016484488333333325,0.009583385000000003,0.009791736666666669,0.03731788666666666,0.011067766666666668
0.009296926666666669,0.015703204999999998,0.02218765999999999,0.017682386666666657,0.010260480000000002,0.011458390000000004,0.04070336666666665,0.013593830000000005
