electrode_1_standard_deviation,electrode_2_standard_deviation,electrode_3_standard_deviation,electrode_4_standard_deviation,electrode_5_standard_deviation,electrode_6_standard_deviation,electrode_7_standard_deviation,electrode_8_standard_deviation
0.01406348428164072,0.015916555383590034,0.024844735107781332,0.022993601692672873,0.012180889746910938,0.012103171073508886,0.009798946231341523,0.011957621677325954
0.014010041687743911,0.01589442478050052,0.029127924855799844,0.02422178392983129,0.012354297724233009,0.012166806914510846,0.009663056951320094,0.013048926182269644
0.01313501839994651,0.016145607505044006,0.02252888584596352,0.02186744118735432,0.013409015320888904,0.01164873293652528,0.009273285070672398,0.01209430832891654
0.011841349831293167,0.01704499468455183,0.022887236789594957,0.020931936675181836,0.012459372206246546,0.011931153637105769,0.010141789887087102,0.011636483427421993
0.012980123487813973,0.016803267767981588,0.01981921109762753,0.023457572265623165,0.01137157675279564,0.012098779187955289,0.010203108494195395,0.01159075035482844
0.012437476634717975,0.017313105586199404,0.034951903444422505,0.026737127407582308,0.01255695057923831,0.011442912374325378,0.008656101564250632,0.010865916418252792
0.011416195885405768,0.01652820115379267,0.025765618595825848,0.02386345995259256,0.011075741127489193,0.011902478384777683,0.008858076441887497,0.011328537765731287
0.010922222951509868,0.015502168594209293,0.028671290702079594,0.02307070422176262,0.01191444722337083,0.012172873189644077,0.01141619460812675,0.012015002111120637
0.01111729370392313,0.015433305234343032,0.02555422134523114,0.020932508838407308,0.011732590857076994,0.011517466356895609,0.009947314442021805,0.01009191012798315
0.011923553263662174,0.014923614537894482,0.02037804618211608,0.022030619460510464,0.011618393441880088,0.01104384021974643,0.010341613996911808,0.010600154014413606
0.011703122529898687,0.015434810647687116,0.02232706530646506,0.021513086792762523,0.01145322540840158,0.011875671656338713,0.010101575098633546,0.01140193861565314
0.01064714141618877,0.015039822002535655,0.021543766791327884,0.021507762145569678,0.011190245916521823,0.011205753445135028,0.009332866628082,0.010641446162332554
0.010498317946699844,0.015382351817567865,0.022289648192452226,0.020024046452577684,0.01194537845905083,0.011718745401526091,0.008572351096620655,0.01090033495422605
0.011137294355151475,0.01448836543056723,0.021940798577881244,0.01818675970859906,0.011899309884902289,0.01090580308835418,0.009186417539640914,0.010641433143096323
0.01088900617195772,0.014744488549115189,0.02280314991175683,0.026858140181162747,0.012938305136231459,0.010884879134785507,0.009527342005104165,0.009775256862496704
0.01076208932782571,0.014852627802624318,0.02387323649850253,0.024038110183669456,0.012942478129822485,0.011964415839756751,0.009690354562386594,0.011245255049824349
0.012504858195808898,0.01468177688254729,0.021944781140954675,0.022324172080805893,0.011140196106823654,0.01126552151631793,0.009216913989764808,0.01028165553230553
0.010778201929619594,0.01438642184041026,0.02181076545245999,0.019369255870207186,0.010459509754213572,0.011036850397482065,0.009960940803377963,0.009842180087728985
0.010749997579134094,0.013612122203275286,0.021528211382043694,0.02187319520844228,0.012270126749538219,0.010770674468628023,0.009114508124659767,0.010566204019810836
0.0101691379264414,0.014363131424317686,0.024445186857238153,0.019084532569308293,0.010555036014773023,0.010821504721258602,0.009443695245201071,0.009755257602670242
0.010285726357096356,0.012373715135301928,0.019983405586760955,0.018969075401389496,0.01108161109097259,0.011059579426048112,0.00970552760059041,0.009648318291857338
0.011350080955768553,0.014336188404144327,0.020141569590581124,0.019982779045753095,0.011830685708599294,0.010320079463445146,0.009273857747932567,0.010048422478456784
0.011399541110138307,0.012513689068575619,0.020292302780316865,0.020311581143011875,0.0109054159515475,0.010985709697653686,0.00945806457179915,0.010297435066304943
0.011022709238317956,0.014734811296008813,0.020941846312346857,0.020314264437642227,0.012906262935121418,0.009981191296999014,0.00956357964247988,0.010269357366534677
0.011655738358039215,0.014057679267653759,0.020910420748921656,0.022775290492306206,0.011457129476054054,0.00995347038842009,0.008765712827486168,0.010508679771945138
0.01035419301761154,0.012328005783231483,0.018848506444153312,0.019899502682037058,0.00977026815322043,0.00924116546147304,0.009140672995004253,0.0094781320330356
0.011389088651277884,0.014247453118029748,0.02128662577447372,0.017886466719569484,0.009439819078127975,0.010085964361650743,0.008313197214974914,0.009719009965242803
0.012374022773980534,0.013685388112726493,0.022829342471038357,0.019752352072006235,0.010646534551270142,0.009815573759434546,0.009576752769017738,0.009474241130053636
0.01065172313538936,0.013165559131903802,0.021430662678420222,0.019097322403061,0.011697902621136836,0.010196357730797797,0.009096059320677767,0.009743997441502127
0.010753640252245853,0.012960919993966478,0.02097547686563844,0.021558107573188226,0.01094948847881286,0.010113392112985085,0.00894583749730007,0.00891166795377087
0.009986522412169647,0.013857040956504146,0.019568789689590752,0.019396952296223124,0.010122084192223237,0.01000242155749241,0.008819860048274892,0.009732296785617121
0.010989054751522334,0.012893629080226232,0.01749119752438542,0.017844974594558985,0.009940920665346959,0.01016915144799375,0.00873455605421554,0.008878868494933476
0.011588947748705804,0.014415136462452315,0.0189269582332306,0.01741524625481458,0.011354891408079996,0.010302217223489106,0.009376400146919688,0.009173992102617537
0.010229680538624959,0.013878125274930568,0.020625726314214707,0.020754934906399704,0.010633782940137322,0.009536314147778597,0.009306681936489982,0.008873216488652177
0.012128249565878097,0.013033934976345403,0.019612799110337503,0.018067926113389133,0.010193017423664213,0.009702134467196725,0.00914970084432394,0.00841441471672999
0.011360469780703026,0.01177657349103814,0.01828131256070587,0.02027847748684304,0.010868054879856223,0.00892581257147618,0.008465972854383339,0.009779556271040908
0.010815903544107323,0.012559543414006826,0.02131238348491865,0.019461171528777216,0.01040907859610809,0.0087643247438465,0.009994253462903904,0.009149716043116068
0.011613728086240104,0.012192922213747157,0.019385009982727776,0.021473168013030435,0.011532672633048536,0.01090579461924511,0.008702992392638421,0.008979579728722771
0.011299773620709795,0.013206680286807717,0.0199311746203727,0.021253769801679104,0.011360462751093764,0.009691663846913319,0.009912471811661756,0.009229258653736316
0.01234242258118271,0.013596183647228201,0.021164749598719303,0.018634308357473022,0.010690375564852715,0.009563602189324668,0.010376178373169103,0.00910513600042977
0.011819710322978405,0.013971711059124274,0.020553547001240985,0.022958465306426735,0.011984841273616804,0.010112867732973782,0.009638167581446982,0.009916317283404943
0.011182854095516045,0.01325069288815117,0.02014120620872102,0.020887795081841187,0.011222250384317855,0.008904503748271933,0.009378568655592152,0.009194065427268833
0.01147925093869079,0.01365706774320494,0.021178355357571246,0.022271425262575563,0.011829007434245418,0.009561464224645025,0.009344518476009821,0.009179309927784454
0.011099578102473086,0.012136739592986065,0.020620754055154133,0.018606703612170414,0.012038488625019432,0.010032058855987638,0.009465649145114137,0.009024328317589933
0.010809836153273657,0.013038534656029754,0.02272958054704046,0.01912999052692482,0.011039428744856623,0.010799863523520407,0.00921295092689814,0.008812653871312925
0.011324603103224218,0.012321284515513075,0.02159407689612131,0.0198534516979346,0.010232849134966707,0.009669786216757272,0.00974733724471572,0.008801385939966122
0.012207625606526532,0.012281272576969466,0.01856838945221571,0.021983195868780215,0.011330475476109651,0.009629348271084257,0.009517073301167167,0.008753157685169013
0.010677046058198348,0.01197804079645981,0.02198036547022643,0.01800439471956932,0.011446110937307729,0.008904524103401347,0.008852569631825678,0.008478796563761604
0.010631839703352798,0.01150569907259297,0.01760737980687549,0.018064882773929706,0.010193133387749596,0.0100908274163602,0.009381473951481305,0.009433394325788689
0.010432869699206551,0.010807977612315924,0.020527566493782613,0.018475060119428267,0.009986520743435458,0.00969713510282748,0.009391859915122718,0.009728513496361552
0.009400493412969816,0.012881511751069177,0.01844793853431145,0.01845331173853174,0.010080749834094686,0.00995114419864481,0.009747460274006421,0.008934156135631017
0.010107580326325498,0.01389192454539647,0.02278017306376583,0.017977241922287623,0.011657491036334629,0.009135337714900797,0.009128218421831648,0.00833748152090506
0.01145711771702736,0.012897976768721864,0.022907161197223892,0.021126001518412225,0.010722679528928393,0.01036768557559122,0.008918918485756369,0.0084158454540996
0.008918929153004986,0.01273922853262665,0.019044420845289574,0.020166889699520407,0.010972397274212942,0.009876867256419584,0.008514417798318463,0.008646698763130484
0.01153109997747348,0.012345526435150059,0.019171408631257814,0.019456204274779693,0.011178504112914912,0.010235605416892654,0.008764340908071752,0.008546202293079268
0.010830916494330274,0.012658527670703083,0.019771507453740934,0.02070344320738864,0.009673613597718051,0.008973114464321863,0.009092450204110734,0.009029610165927553
0.010142982360958843,0.012054226006628917,0.02136675767131556,0.01770417941621099,0.008659709588699972,0.009595847337899175,0.009051798740608902,0.009912481917539902
0.009822189484981893,0.01302352362336408,0.020094849102836997,0.020578080239696532,0.010762095909629107,0.008098298261753652,0.00949011693649065,0.008881942640049092
0.011148957841996812,0.01223425476340236,0.01858766083881694,0.01844557139836612,0.010638497824879016,0.009213978964580576,0.008966287748824606,0.009532886973397233
0.01044278060187462,0.012643047641875049,0.017601202434106598,0.017809388340871105,0.009510270336408248,0.009424322746754215,0.008865892276461644,0.008542381069002692
0.010638489795634634,0.012920958347364264,0.019157731288054147,0.017658135618501433,0.010448119657538066,0.009786904330751828,0.009743969289830278,0.00821870833475607
0.01086057049713115,0.012184184415318445,0.016579098209743563,0.016298537208676803,0.010896474241597091,0.009822198534903815,0.008318607939190039,0.008953129934227843
0.010527630676889691,0.011964443743918432,0.015410909269932778,0.01742969046197895,0.009624824918848597,0.008870156073663843,0.00978691016702582,0.009578505243942466
0.010203805945028007,0.01201329676499059,0.015121876997664308,0.01664439582461583,0.009493696786406934,0.009423585549748745,0.009168661308760765,0.008625343241330555
0.010376163699143983,0.011715929921064263,0.016658305278818796,0.014304102978807243,0.009479968822696038,0.00963536087494853,0.009006750016500588,0.009579032686687224
0.012024926889601727,0.013217365209776956,0.014973417888727195,0.013062959881655204,0.009493672647277004,0.009827132579952078,0.00950740903662273,0.008637088751191315
0.011027606434292781,0.0120583720282724,0.01439142518860334,0.012889472773326388,0.009765674794492642,0.00973895546220036,0.010457820705803013,0.008708431380248046
0.011011753192127138,0.012445319905140603,0.015732469615889935,0.01384879921222374,0.010527626356190438,0.010032576938410302,0.008740292562660588,0.009038606050053048
0.011833602030634348,0.012078640563316258,0.015388612584265752,0.013701487679070961,0.010710024803019313,0.008607076153781194,0.009619148917123016,0.008865874652536482
0.009967448061007836,0.010803989884836785,0.016877033829215963,0.012748213894895236,0.010367283904025524,0.010679606443339672,0.008524722086316558,0.00857233475264664
0.010141767701301166,0.01323338043278772,0.014839397591404744,0.014277872784641276,0.009991430357519166,0.009909617243632011,0.00943634765873193,0.00775697921732781
0.01062415508975446,0.011967479981780719,0.013561376759678775,0.012030023705454154,0.010318505702121903,0.009992617910109108,0.009536445852779163,0.008481162787986222
0.010471833950290443,0.013065060223965037,0.014744493741839886,0.011590728965470158,0.010510196232653741,0.009702150214199371,0.009067523063273063,0.008245180484768057
0.01085806423283021,0.010999433383398538,0.015054270851793373,0.013305735606714456,0.00935321319513959,0.009587420398466594,0.00908945497160125,0.008411321911752173
0.01107572339899847,0.011128897009395556,0.013684833607476644,0.01053534942598752,0.011310214073676944,0.008734566946604863,0.008553313615384521,0.008545714296280654
0.010664326892873058,0.012184156772218584,0.01330575157738646,0.010808371885372007,0.0104110295761413,0.00927327608430028,0.009096037943585962,0.008612602242425533
0.010354183728436647,0.011999720534679131,0.01404949482730251,0.010404939108330022,0.009921122809956209,0.009396647924777337,0.00840165045700744,0.008670979096660435
0.00901534094888941,0.01134374102525069,0.015174530586332995,0.011776595088489428,0.009026584234239562,0.009137112510258491,0.008888041680800983,0.00944842279167916
0.009847007689868138,0.011781053440545497,0.01302354655201493,0.010138159393817773,0.010162228242109219,0.01023334877280323,0.00958696144329138,0.007649255536688231
0.012448474186999788,0.012367462576959306,0.013710978342887214,0.011344684971701751,0.009527763306826004,0.009450744157568875,0.008625965677920743,0.008296862192456992
0.010240947960839476,0.011766903202342105,0.015634160427374696,0.01482548369224387,0.010468699379124844,0.009393745954140624,0.008514413638599354,0.008362839359000958
0.010595045956064664,0.01261891836631545,0.01650618072525023,0.013781674932283166,0.010099552014542802,0.009964222458152747,0.009532897172146683,0.009188632433535593
0.010171815782401991,0.012006546024217605,0.01641004232530563,0.012776593074805019,0.010487353264876806,0.009688292899086449,0.00902779285173415,0.008750082143757281
0.011663051316257491,0.010633760703265906,0.015187104334123592,0.012730650051623443,0.010446549147786663,0.009060357075821509,0.010734330474191981,0.008845656538839966
0.009660662827803278,0.01260338201538513,0.015508663126459356,0.013617793527654258,0.010862460077064599,0.00962084086842494,0.009548387326838671,0.00930611614847402
0.011169383105279361,0.012401619911218142,0.016095818471654543,0.01277116248368653,0.009977926846240824,0.009722221969271678,0.009320540080315446,0.008955418868807248
0.009500983612749436,0.011622522228470416,0.01457128410120589,0.013551799928090323,0.009597576120687974,0.009894429928322748,0.008359574321318973,0.009504431533880512
0.010211728356687063,0.012075807312928975,0.014814245450747362,0.01182897878490738,0.00915314370096356,0.00877175561399199,0.008888063011218411,0.009898116720416511
0.010533774154293206,0.012467062216506074,0.014662842755834295,0.011672426518155225,0.009991393867488605,0.010426670431276494,0.00980239115801457,0.008994828038643467
0.009745221809131215,0.011587438722311905,0.015207707933324105,0.012013299843344458,0.010222913611560715,0.01000891294785747,0.008543835325909944,0.008773599446100913
0.009421412033905651,0.011564585331310223,0.014216465074153358,0.012172574516019836,0.010616551176765876,0.010708123256421837,0.009243971009671956,0.009047624613055444
0.01018982475344018,0.011914436775488896,0.015025510051294984,0.01330174490688304,0.010754492279469388,0.010152973019313111,0.010091907306613992,0.009349745848135244
0.010235600718492296,0.012863277269459324,0.01565994134979084,0.014414043073316845,0.010874911207805588,0.01008879341778127,0.009159047781974938,0.009232343575806379
0.01020416442208278,0.013213696415430302,0.015278305171052916,0.0147869961887167,0.011285365440361248,0.009079442659500392,0.010920322361227357,0.009584123184340976
0.010042981130640444,0.013535871113697199,0.015280105934709862,0.013929388429663937,0.009785659506241775,0.010440304606339585,0.009243971573034323,0.009871777429228346
0.010585804445119994,0.011622950089191354,0.020043819380665007,0.017197793600686753,0.009861486668122386,0.009858182014784583,0.009034539540413163,0.010109619148681562
0.013371345666573312,0.01342064182962656,0.01829582756523374,0.016673023935261082,0.011948091398024857,0.010367700244777314,0.008933716245920407,0.009807261341928688
0.016311098408358513,0.012787673027233428,0.017335677266906022,0.014861294994894926,0.009484964162367136,0.009129547907368323,0.009348408845170153,0.009469503867400985
0.013730801877134569,0.013535854247450855,0.016527963411325064,0.015694781711349158,0.01009151313529454,0.009827155546749018,0.009230589197457669,0.00929603652969312
0.016599583663918605,0.013574277945376035,0.017443675376333394,0.01482733418169482,0.010724854920023653,0.01047765082790826,0.009854162933044535,0.011210090670298892
0.014871203438607636,0.01303393777374879,0.01677780108470085,0.014578243375097244,0.01132135831175551,0.01030219430475534,0.00930612827469918,0.009116303619987045
0.01818577838469268,0.013046020181201707,0.019173882248205647,0.01609758099094395,0.011265516184071048,0.01034673915503817,0.009024764079113403,0.010243572621947982
0.020841494335841183,0.01489630360701607,0.022600969437292583,0.019927080293994124,0.01218090257451119,0.009348407396616935,0.010155802213622627,0.010430926881830782
0.01976672730667511,0.013571387181663569,0.014119992378273044,0.01643735804904351,0.01082340933413877,0.008732252648149972,0.008771289072896994,0.009757862215515698
0.016129110911056305,0.012624185020625645,0.01803488374844583,0.01989545772917946,0.01204714596526174,0.009163811147787923,0.00919699891693239,0.008371736927852346
0.013038517825402295,0.0125370593919237,0.011543940624510429,0.014926853854903771,0.01072423977667674,0.009674137021447099,0.007587789259458617,0.007690068903223314
0.01274723077374324,0.012078936816449901,0.019673109416469988,0.014360875943281533,0.0100354004922884,0.008637122118780203,0.007960651572408436,0.0085615699933086
0.015606792509581276,0.012045207987049824,0.01218849614318354,0.012530861875144725,0.009827156430133908,0.009141276694805212,0.00822016724267619,0.008488368789378139
0.015403424404396434,0.013026063464560837,0.01237368679334588,0.013461395679481628,0.009485007945651214,0.008878884157330182,0.008464079648488403,0.008005344049726339
0.013683651743233603,0.012584043027933785,0.011279599542140965,0.011380539251136858,0.00883597553936557,0.009018296516837313,0.007851522046813598,0.007294726407009534
0.013188742129744595,0.011587925200552514,0.011390214148393642,0.012731912880466505,0.009466670812977966,0.00900992754151158,0.008699728804761674,0.007641393409501089
0.01526409314196192,0.010803955078645452,0.011235607461498863,0.012874287603124127,0.00914438879214036,0.00926288671750815,0.008865902772509971,0.008661591664433789
0.013841404806003455,0.012485351473853492,0.01976829056567585,0.011531141833469918,0.009848659103592056,0.00990470009940062,0.008271497340283816,0.007601386250879944
0.013820238613605372,0.013181316225518689,0.02482729268584184,0.013060046554462286,0.009430068626522998,0.00895008394523016,0.008982602592125266,0.00827723681720268
0.014407901262332492,0.012047132995239527,0.011876461753494695,0.012738334643642917,0.009249243326264887,0.008052658465280615,0.00880648702607345,0.008155883240898356
0.018175709930265908,0.012085688938448372,0.012618880531401703,0.012259497594892163,0.008998467917178395,0.008506730057336957,0.009550102013100291,0.008886184883729475
0.014843741480444433,0.012800444024676992,0.012168453551800336,0.011723016735789472,0.008909831805460752,0.008981398022533388,0.008789825924220571,0.008685515651922394
0.013507243633767608,0.013102041382972435,0.012248420080847162,0.012411781821363209,0.007923078994325516,0.009885102139041806,0.008494620848189098,0.007332718239843486
0.013649602896462675,0.011732272939773152,0.012212918281243112,0.010696344262674776,0.008498433026581365,0.009576057057912719,0.007950232789232584,0.008215559310120036
0.01272814612092298,0.013020520664373945,0.010539605934780275,0.012181480131460034,0.01027584280466084,0.007314747803532867,0.00787206246018581,0.007886713677233799
0.012026808416293252,0.012550359060168579,0.018352916602515496,0.012024504063011867,0.01025347911938187,0.009498822433684434,0.009564876476361603,0.008251616635564344
0.012040727531317755,0.012040389156705028,0.011354395220988214,0.011777061016441619,0.01000281009278504,0.008450599863084015,0.009168661895679702,0.007585106947726945
0.012447494143574529,0.01304551128248291,0.011149458485077002,0.009782334880875834,0.009197059191565288,0.008656577462013112,0.009300886934758187,0.00810651021266584
0.01371307623885927,0.012754567368332545,0.010512170923963433,0.010437712948473062,0.008429868649142103,0.008666754377779877,0.008183816804547864,0.0077967698653773
0.013457459215397979,0.012827453335424769,0.011522624003033723,0.009976320672325378,0.009804475276142467,0.00793589752085001,0.008120569081492312,0.00769432425325534
0.012317007601188422,0.012256379462324461,0.012220180338456548,0.00952091119670568,0.008647955694696483,0.009172681134451488,0.007946138782033279,0.008743400418970617
