electrode_1_simple_square_integral,electrode_2_simple_square_integral,electrode_3_simple_square_integral,electrode_4_simple_square_integral,electrode_5_simple_square_integral,electrode_6_simple_square_integral,electrode_7_simple_square_integral,electrode_8_simple_square_integral
0.08197141016600004,0.3745136094405,0.16657019149824995,0.10876485938875004,0.1594895508507499,0.5868580899937499,0.223634046901,0.04364090235024999
0.07019134375775002,0.6686437462387498,0.9645432383769997,0.12066814457075008,0.19140837504599992,0.8682327931319995,0.14306833601124996,0.035828097661
0.10870460548850007,0.7276633360204994,0.12848121487700004,0.07513473829650003,0.1929957109759999,1.0117279845004996,0.19153337505724993,0.03259330469300001
0.11023136720050006,0.8519905352759997,0.211610410166,0.07122909766500002,0.09332482425000006,0.32080473445700025,0.12939643753700003,0.04266414453649999
0.08197148048125001,0.49377903137175017,0.6551596798584999,0.06659025391399999,0.08221587892050009,0.2802777110127502,0.09796455082575006,0.03869684375475001
0.09314139845250007,0.43720768388325015,0.08563326953850002,0.06256198047699998,0.08191067970150005,0.5754469142302499,0.09838907813800006,0.039551265629499996
0.07049647266350001,0.45252185953975016,0.11090120704525006,0.08148319141600004,0.16650642972274993,1.49769277362,0.1741927031952499,0.046631609381999985
0.057984335945499975,0.16638435163849993,0.05004949219374998,0.06201252344524999,0.07879726172625004,0.23480896498874995,0.09381096486350006,0.037659191411249994
0.04693669141224999,0.4039362970187501,0.3933742383467502,0.048889847662249984,0.08819641016125004,0.35467697274450016,0.13403583597124996,0.03326464453575
0.06305009766275,0.37079517592600014,0.10766787501600003,0.07135088672550001,0.0994890625152501,0.5235617891954999,0.1338530430315,0.046082175786499986
0.06262280469449998,0.40613198448525006,0.22559105475425,0.08593799220175002,0.08233723828775005,0.4726000118317503,0.12890871100075002,0.036255476568500006
0.08252056250800006,0.5737935899394999,0.11432019923900008,0.07580678907150003,0.137818789083,0.6607714297904996,0.11077864455250007,0.049744394537
0.06298927344525,0.27698053129675015,0.09497035939400002,0.06738369532075,0.10919345704525005,0.5440164650039997,0.13391232814574996,0.04052796875599999
0.05334553906999997,0.30163920317425014,0.04803541016299999,0.06018148438224999,0.11639598831350004,0.4306664219770002,0.12866254689650003,0.0349125625045
0.04901187109974999,0.1662611640847499,0.05444421875799998,0.056519382819999985,0.11053501954450004,0.3084111524010001,0.14832072665149998,0.03784250000649999
0.07934664063200003,0.1845106914469999,0.06909211720125,0.05133137891374999,0.12494148831400005,0.37781091414600015,0.09503283985050003,0.04986639453724998
0.05261297656849997,0.5844129649717498,0.066407187508,0.07031353125850003,0.10485986722600006,0.7894394688887495,0.1275635156377501,0.03820862500575
0.06640732813399998,0.20312668752299998,0.06268408203949996,0.051392398444499984,0.09723091800100009,0.3508323985117502,0.10266229688325006,0.03918521875575
0.04913417578925001,0.22210644925025,0.044312335945499985,0.04492265625699999,0.07159520703925,0.22052470708474994,0.07751575782100002,0.028808960941250007
