electrode_1_simple_square_integral,electrode_2_simple_square_integral,electrode_3_simple_square_integral,electrode_4_simple_square_integral,electrode_5_simple_square_integral,electrode_6_simple_square_integral,electrode_7_simple_square_integral,electrode_8_simple_square_integral
0.15014699220124988,0.8046435979009999,0.42846915641050004,0.10962021094525008,0.07806485547575004,1.9201356135885,12.93888346908024,0.6000329336562495
0.19470554691324993,1.6604695120475002,0.3853820782547501,0.13421888674225002,0.05566480469424998,0.564031496204,11.200432590518245,0.19494789851999997
0.14495970704049993,0.4593581329275003,0.4947610469607502,0.12445213672875007,0.05065978906799998,0.9228578438769997,9.853738637207236,0.17657458205574997
0.23065079303924998,2.5681371878369994,0.3643847734940003,0.09491083985275006,0.05883867188199998,1.08179180484475,8.28239933646199,0.11145060157600002
0.2766167579212502,2.8310054885784974,0.6079159767157497,0.1918359101979999,0.08264271094650005,1.1746928205409994,10.318380590438744,0.27020352737075004
0.05163650000674999,0.19281188673474997,0.2530560703975,0.1224383984790001,0.055725996101499975,0.9618608478214993,9.823758899050244,0.2123449336992499
0.14459492581474995,1.3086008986137498,0.22772865245524995,0.1210347851990001,0.05645851953974996,0.9229847423459998,13.265670766080493,0.38452696105625006
0.27478575009475004,2.761129539376998,0.4076571914615001,0.1505139453205,0.06036455860049998,0.5369327931054997,10.257667106043492,0.17315683206525
0.09179765625700007,0.580633058731,0.4764447969997503,0.21252842973549996,0.05371158594374996,0.9691330079759997,8.548014008331496,0.20697190236774995
0.3310567110362502,3.0689331136702473,0.6959299455059995,0.12982278517400003,0.08001756642050005,0.8015936525839995,11.490753703550492,0.18584952738049998
0.3424754337042501,3.7030055394029966,0.9057684298432496,0.12762606641700006,0.0713514179815,0.7075913322257494,10.676742496506241,0.48132887505125016
0.3736005274025001,3.5738863910717478,0.6386816720680001,0.13971173048700009,0.09112647266425004,1.4817562619634994,6.5025415746355035,0.31286593753925007
0.22681099224324988,1.32520289862675,0.4890800665602501,0.10882641798525006,0.07733183204400004,1.536455105683,9.082165695705996,0.27203626963825017
0.09478905860650003,1.0849772502444996,0.8573088830399997,0.21307425392899998,0.05212476563174997,0.7464026680619997,6.313753586186754,0.14251794926324995
0.10650723828825005,1.911219152676499,0.3039570391297501,0.12371993360475007,0.05957093750549998,1.1357636330702494,14.364749926225995,0.39386491807550017
0.1117574023842501,1.1167691212994995,0.3958187227607501,0.0979627382917501,0.04309164063274999,0.3940470235822502,8.935130633465244,0.10168775787000005
0.1107213984950001,0.6902499493504998,0.350408011826,0.11438142188625008,0.05468832813299996,0.6173172032642498,9.935661973094241,0.16003832818874997
0.11883794925675009,1.0138081798889993,0.41351951187575015,0.14611982813725005,0.04016174219350001,0.5523730470027499,9.978938156798744,0.10199062891350004
0.06921446875575002,0.5625075157569999,0.3560244258737502,0.12805356251525005,0.050110566412249986,1.1656715158897502,8.124757738929498,0.18359670318399998
0.053162417975749984,0.290717457101,0.31329568364250016,0.15338322266674995,0.03710992969274999,0.44452486346900016,8.44199330130224,0.07550123047550002
0.15246553126274995,1.6726829728212496,0.33984635948150005,0.14196873439125,0.041138164066500005,0.48041610560475034,10.048435766313496,0.13379254693249998
0.040283937506499994,0.25274928521925,0.2688647149655,0.11999637500925008,0.06140160157499997,1.17426868381125,8.713864293681745,0.22565166802599992
0.06018167969649998,0.24383823052174994,0.21954448052249995,0.11602928516675007,0.04907310938249998,0.7622697462264998,4.931489855968002,0.08514503516300005
0.10748389455075008,0.7115514453909998,0.2829035196425001,0.20526405864224992,0.04864555078624999,0.4406204884845002,8.109188828743997,0.08972273438225004
0.14996361329374994,1.8533505588094996,0.33063203524025003,0.15075967191174997,0.04980546875699998,0.5077552930897498,8.643155941774246,0.15997306643724996
