electrode_1_waveform_length,electrode_2_waveform_length,electrode_3_waveform_length,electrode_4_waveform_length,electrode_5_waveform_length,electrode_6_waveform_length,electrode_7_waveform_length,electrode_8_waveform_length
16.101655499999996,18.57820099999999,39.79704850000001,9.929718000000001,5.585971499999997,8.265675999999994,17.812613,26.4064735
14.804784500000006,17.461063499999977,55.187564000000016,10.523487000000003,5.789111499999993,8.101619499999995,8.570390999999997,26.718898999999993
12.65629550000001,16.742331999999998,67.96117000000002,10.578183500000007,5.531288499999997,14.1797785,25.031305999999994,24.67975849999999
10.828182000000002,16.578228000000006,50.117383000000004,9.429718999999997,5.101590499999998,12.085985,34.781456,36.359516
15.578221000000008,14.296983000000003,70.992354,10.398512000000007,5.953158999999994,13.31256,31.961167500000002,36.781471
15.9532505,20.476697499999997,68.04704699999999,13.328223999999999,5.750030999999996,8.445367999999993,31.914249000000005,40.34387899999999
17.07044849999999,14.445391000000004,62.32052300000003,13.140716000000005,6.265669999999995,14.336044000000001,20.062561999999993,28.609576000000008
16.929786,21.015809499999996,68.82048500000002,14.312598,7.468801999999991,12.890744,27.59381699999998,31.648693000000033
17.672034999999983,12.906339000000006,75.65649900000008,13.984440500000002,5.7656604999999965,8.164122999999996,27.961098999999987,42.92982099999999
14.101632000000007,13.109463000000003,63.773612,15.929788000000006,7.835959499999992,9.507901999999993,20.523572999999995,41.96896200000001
14.984396000000002,10.078203499999997,53.28146900000004,8.820389500000001,4.656279999999999,11.968829000000005,26.13286,41.39860850000001
14.992285000000004,12.773491500000004,60.617412000000016,16.92980249999999,6.296920999999998,13.273497999999995,21.609472999999998,35.97665699999998
17.843789999999995,11.507868000000002,58.07831200000001,14.648499999999993,5.335964499999999,9.304734999999992,8.343787999999998,31.804891999999988
15.093819000000003,13.476639500000003,57.50802850000002,12.765687499999997,6.648508499999995,12.218832999999995,29.89855099999999,40.50022100000001
15.289163999999998,27.468893,63.351758000000025,13.914165999999998,5.062537999999998,12.070419500000009,23.789151000000007,42.015823000000005
17.468866999999992,13.437608999999995,67.15647550000003,19.81268199999998,6.710993499999994,10.507897999999994,30.13293949999998,48.359606000000035
20.601635999999974,13.8985065,71.48456400000002,17.30474299999999,6.968784499999989,11.7735,17.35169749999999,35.28924499999999
18.125107000000003,13.875030000000002,62.023607000000034,12.757894500000006,6.812527999999999,8.507851999999998,46.26581900000002,40.49232250000001
16.562593000000003,14.796915499999992,73.99234299999999,14.859469999999996,6.312538999999992,10.484412999999998,38.70335100000002,33.46109599999997
15.062622000000003,13.945415000000004,61.87513200000002,11.921934999999998,4.890663999999998,8.148482999999993,29.554827999999983,38.500139000000004
17.414161999999994,27.11737499999998,68.718992,13.554806999999998,7.031274499999996,14.179803000000005,34.281400999999995,20.390668999999995
14.17195100000001,27.812652999999994,56.984693000000036,13.117256999999999,7.3047344999999915,16.859459499999982,23.046978499999987,17.437588
14.898532000000001,23.69549199999999,54.054857,11.062575999999996,6.882838499999993,14.1719475,26.218866999999978,21.164168000000004
16.328195999999995,26.367292000000003,62.83624400000004,12.257848999999997,6.140649999999996,16.953321000000003,28.117346000000012,18.4610175
14.476655999999998,26.265821999999996,75.98458250000004,13.750039999999997,6.578159999999995,17.58603949999998,20.711117,23.976658499999985
14.734503000000002,24.804842999999995,58.42216600000003,16.336000499999997,6.242215999999997,15.554813000000003,18.06262699999999,20.023573999999982
12.867282000000003,22.22671999999999,68.67207400000005,12.421974999999998,7.359406999999994,14.796928000000003,20.140734499999997,26.414228
20.62514,36.04714500000001,63.67994350000004,18.734557999999986,6.4844039999999925,16.062645000000007,21.81264699999999,24.273529499999995
11.711008500000002,18.523465000000005,65.21110400000002,11.382888999999992,6.734385499999996,21.086015499999988,13.117251000000001,25.203244499999997
13.578253999999998,22.414226500000016,70.83612500000004,12.804736000000002,8.234434999999998,12.804760000000002,13.179776000000006,26.781391
10.875081,17.046951999999997,58.609554000000024,11.375042000000006,5.601581999999997,14.5547705,13.2031835,26.039220999999994
12.601658000000006,24.062655999999986,66.02365500000002,13.250130000000006,6.656295499999995,10.867286000000004,17.039151999999987,25.625069499999984
9.062546999999999,14.523516000000003,54.687748000000035,13.58606,6.851601499999995,14.562612999999997,11.500075000000004,24.23449799999999
13.023480000000006,18.250093999999994,64.42993400000005,14.132868,5.609401999999997,13.34383700000001,14.703210000000002,21.14073099999997
11.437599000000004,18.328236999999998,60.554809999999996,12.406353999999999,5.414096999999997,12.359443999999995,14.007902000000009,23.547065000000003
13.101639000000008,18.9376725,70.4611515,15.273469999999996,6.492217499999994,12.359428000000001,12.023507500000001,23.53920049999998
11.195401,20.06262799999999,62.50802400000001,15.734461999999988,5.273479499999997,12.921946000000007,12.390679500000005,22.461138000000002
10.078174500000001,22.375186999999993,72.25817500000005,11.601629,5.5703419999999975,10.742221,9.781321000000002,28.703226000000008
10.546955,17.828237999999995,64.23457100000005,14.531269999999996,5.257853499999998,12.632896000000008,11.664138000000007,21.05480749999999
10.406334500000005,16.617252000000004,62.718992000000036,18.757897499999995,6.648471499999996,14.281388999999995,15.093790000000004,23.14856249999999
10.961004999999998,16.507918499999988,59.52365400000001,14.765657500000009,4.8281594999999955,9.804717499999999,14.429807500000011,29.148687999999996
30.773628000000024,25.453297499999998,49.22671400000003,14.226641000000004,7.070375499999994,11.851663,39.28142099999999,21.171960999999985
27.211111999999975,24.711051500000004,60.17988850000003,14.000085499999997,7.3906619999999945,11.000056499999998,59.554848999999976,20.250079999999997
31.60167499999999,26.656315499999995,61.13300300000001,17.007904999999987,8.718771,21.0236095,97.60961300000001,22.304843000000005
28.72671099999999,21.015835,51.18765600000001,11.336000000000002,6.8828444999999965,10.070361499999994,63.54706650000002,16.726627499999996
20.312572,17.0860415,37.79694649999998,11.234490000000003,5.898472499999995,13.031394000000006,98.75024000000002,13.750102000000007
34.578297,25.836123,40.58611200000001,13.476683000000005,6.968773999999998,13.859470000000005,85.52360999999999,14.265735000000008
35.27363299999999,14.086030500000001,40.64856100000001,9.976632000000002,5.867205999999996,12.250066999999996,83.84392399999996,18.453203999999985
20.07045449999999,18.882990499999995,31.297050500000008,10.195400499999996,7.289094499999996,14.101654999999997,91.42988599999995,19.351694499999997
31.25016999999999,21.031380999999985,41.156397999999996,10.765713000000003,6.1797165000000005,11.711041499999999,82.97677899999998,16.328243
29.406415000000017,22.437658000000006,33.156439,13.242303499999997,6.859408499999995,10.843799999999998,62.45337800000006,11.789104000000002
21.515782,19.984373499999986,41.95335,12.453130999999997,6.6094024999999945,12.937602000000002,77.25025800000002,13.054778000000002
39.836026,19.000089999999997,53.93771900000002,14.218792999999996,8.281287499999994,12.492238999999998,84.468992,20.72669699999998
