electrode_1_root_mean_square,electrode_2_root_mean_square,electrode_3_root_mean_square,electrode_4_root_mean_square,electrode_5_root_mean_square,electrode_6_root_mean_square,electrode_7_root_mean_square,electrode_8_root_mean_square
0.0878508461775601,0.1105999394960202,0.2293468464327884,0.05864082121220394,0.0317282848981,0.04568845929814589,0.10298734803925352,0.16317192246410425
0.08616513670773887,0.10131459181192348,0.35984347476938955,0.05758008418928371,0.03459952131872636,0.05263685907305514,0.054262344994664584,0.16493150110100765
0.0711268601596354,0.0908342903862853,0.38274097710535476,0.062121619634740145,0.031734767098930056,0.08019956765810317,0.14421361814587755,0.14586759006446562
0.06464136661131425,0.08733761719727835,0.27606629144501693,0.05183026937504763,0.030578801039663622,0.07549252309521562,0.18426994409361333,0.20985977009352788
0.09065941747175707,0.08084395367284226,0.3666373870387038,0.058198859449949715,0.03456997169252046,0.0693425098577705,0.17679959488408056,0.20425378255463644
0.09162372627236534,0.11205318807392317,0.37763313598940174,0.07369259278384091,0.03276921788342936,0.05107522256600226,0.17013885001946205,0.20870696457662838
0.09544134380332771,0.08340532838990763,0.3383698205370518,0.07363164551172953,0.03706364740146333,0.07751641544689097,0.11352472646125747,0.166100777579963
0.09367886315930611,0.1263653879784729,0.3980695033353053,0.08108273569444359,0.041132936166430746,0.06926966178094612,0.15915796890401576,0.17540981569637626
0.09460837440925443,0.06962096713074302,0.3973673903957646,0.0798944689803368,0.033922343148948306,0.050162945433241186,0.15394198651555935,0.228751776017346
0.08127036764859828,0.07909601810189308,0.33856923579730824,0.0836489524197504,0.04111292122701005,0.04901845768509042,0.10595344289309337,0.22719305966694206
0.07987111070074084,0.053198220381920056,0.2723800962428178,0.05478456672302886,0.028754642743042392,0.06690574080442076,0.1645530149913901,0.2236295109827227
0.08015389349497212,0.06904271078679003,0.3322185840061229,0.08382401923193018,0.034155587256967684,0.07755828001432213,0.11823176877938375,0.19274405255706345
0.09998390314309766,0.06792265477823532,0.3137211539795278,0.0768677677960665,0.03191363794009807,0.055861897940784895,0.05099923457829211,0.18248045822694736
0.0853964431433476,0.07743488125644671,0.30151548939514977,0.08067233462945439,0.038644180120642566,0.06938670660624892,0.16139635518990192,0.21446111846365076
0.08038462262637673,0.17165544690417883,0.3280102547071738,0.0746824749124697,0.028506001288471416,0.07259667908345853,0.1383308502984963,0.2217953279631848
0.09448130686709055,0.07661623966020518,0.36057138037562453,0.10460893409314999,0.036583127733719904,0.0652900140839317,0.17100486105786103,0.25597456794333756
0.10848647646397375,0.08045263116267026,0.36750246942484843,0.09410985464664862,0.038743619439227224,0.06689963974282671,0.09771007005072883,0.19931329878769175
0.10004117565090387,0.07441734789602712,0.32488138673865524,0.07570795141738196,0.03903655772121393,0.04625036121019309,0.23445565269263252,0.21829455898766315
0.09216820491308268,0.07589269100954321,0.3619635894103462,0.07701879270310157,0.03525177005198935,0.05980526646192346,0.20631412489334486,0.1777862844738499
0.083031628495602,0.07474797152477337,0.3336972274993855,0.06613797841375507,0.03063219303671112,0.04526777850852267,0.14895946029403995,0.21227382542141573
0.1011334607220413,0.15617289815719732,0.37220837606852697,0.07319951831316925,0.04025280981886026,0.08094947563912937,0.17666694655326257,0.12007053255873536
0.08344927695796212,0.17443146421203665,0.3099548728614107,0.07988179908162225,0.03855425932090167,0.08961189337962716,0.14692644942119845,0.1053776915058559
0.08517473264139624,0.13928276508501208,0.3156566558471667,0.06552923032765606,0.035561960308687524,0.0775818935727059,0.14806335576724688,0.1233308016797912
0.09758274588234507,0.15168230875553132,0.3363280138476375,0.07476931346635463,0.034710810112293065,0.08964194809295477,0.1566046023059347,0.11414153199247852
0.07856699073504089,0.14282247742119114,0.4023049248182652,0.07625647600252279,0.03580721201725056,0.09404085245188211,0.1142042577009281,0.13591255605372393
0.08645976682122153,0.13926487709790647,0.3098837371150079,0.09813143928754434,0.03903145766733119,0.0825376173810665,0.10298168819009361,0.11871137256957871
0.07420152582066625,0.1289900212283234,0.37541451871972586,0.06942795727821034,0.03787799424841993,0.07536825530704776,0.10328923149068672,0.14617198695177538
0.1085502432782396,0.18954104781804743,0.327619151881444,0.10077313567070671,0.03720602899907487,0.08604244896091502,0.11551126671372798,0.1368343799238578
0.06572141945706639,0.1040756112977083,0.36463504129442675,0.06210863719151039,0.03928061306408036,0.12326809821997065,0.07322412993672237,0.15433651756854777
0.07380866877020612,0.12690030988672432,0.37194696762529195,0.06670768439998748,0.04570629401966064,0.06822158215910612,0.06987473148658008,0.14795503805270252
0.061387138364169286,0.09855985399328844,0.3343916017009947,0.06378258073422816,0.032824911147125234,0.07648316673203326,0.07413268089543908,0.13321099141168868
0.07118726259571768,0.13961952961582177,0.3686262343947683,0.07838329486169231,0.03680479157138827,0.06664089203209492,0.10426153876722712,0.1619122528813472
0.05606910497204916,0.08032103927758695,0.3017381298273637,0.07471543917106423,0.03717874932222706,0.07787771281824901,0.06673205791318242,0.1517255258210529
0.07066196802756297,0.09679764883454901,0.35522157925865794,0.0813155886028421,0.03232533433230041,0.07781515073497361,0.08571289331412356,0.1392590472555194
0.06297083258741039,0.10709160301010222,0.3429928488389372,0.06946017876471862,0.031496585464327195,0.06685698375857978,0.07758974626573839,0.1336107107801678
0.07746097405649935,0.11268515782968788,0.38298591505115204,0.0891404097940154,0.037958508396647155,0.06874453274833327,0.06675037766154085,0.14909752140524776
0.06134068054621936,0.11788221821847569,0.3664225307955625,0.08006753026770591,0.02837006932334969,0.068167913479767,0.07094653687958746,0.13130992720740878
0.05858195026611582,0.11762693865232003,0.35600005589978034,0.06844789229673183,0.032619867494519346,0.0605120948285685,0.061823052486444464,0.15596362374140854
0.05686913661238699,0.09646938675029677,0.35445317186991016,0.08451973852050775,0.031224222705670896,0.07007538761340056,0.06790777351948253,0.13310846876280383
0.06006379508898572,0.09264346716170366,0.39103233466330284,0.11496917953114652,0.040529942959310956,0.07099583378033532,0.08822250634790801,0.14361630478007473
0.06011093347770991,0.09615893366248747,0.3362670347774791,0.09051725664755865,0.03071166563902605,0.05361308094524757,0.08995414197310019,0.17681248631369814
0.18324587898972888,0.1546659824387056,0.30612352329744014,0.09278408811363256,0.04206230622303062,0.06743900003430259,0.23965079223598446,0.1321001997099045
0.17288604644805303,0.14791476035760143,0.3572325437927117,0.08188654674840264,0.043759543009553925,0.06511493005283042,0.32325147126837883,0.1321374034419601
