electrode_1_mean_absolute_value,electrode_2_mean_absolute_value,electrode_3_mean_absolute_value,electrode_4_mean_absolute_value,electrode_5_mean_absolute_value,electrode_6_mean_absolute_value,electrode_7_mean_absolute_value,electrode_8_mean_absolute_value
-0.0090105,-0.008958399999999998,-0.010572976666666666,-0.009270909999999999,-0.010260523333333334,-0.009218723333333333,-0.00937508,-0.009218816666666668
-0.008958396666666667,-0.009948010000000002,-0.009843840000000001,-0.00984375,-0.008958399999999998,-0.009531226666666667,-0.009583369999999999,-0.008906299999999999
-0.009843800000000002,-0.009687486666666667,-0.010677186666666666,-0.009739626666666668,-0.01000008,-0.009687453333333334,-0.009062616666666667,-0.009375073333333333
-0.008437566666666667,-0.008906240000000001,-0.010468773333333334,-0.009635493333333332,-0.010260506666666667,-0.00958346,-0.008645806666666665,-0.008697966666666668
-0.00942715,-0.009583483333333335,-0.009583513333333333,-0.009218806666666668,-0.00973968,-0.00916677,-0.00932295,-0.009062543333333334
-0.00927092,-0.00942729,-0.010364646666666666,-0.010364673333333334,-0.010312573333333333,-0.009687383333333334,-0.0092709,-0.008437546666666667
-0.009531320000000001,-0.009687603333333333,-0.010885456666666668,-0.008906326666666667,-0.00979173,-0.009791766666666668,-0.009791763333333332,-0.009375053333333333
-0.00989592,-0.010000026666666667,-0.01052091,-0.008333370000000001,-0.010572996666666666,-0.010260556666666667,-0.008906319999999999,-0.009114643333333334
-0.008906296666666667,-0.010104236666666665,-0.011302149999999999,-0.009739656666666667,-0.010677143333333333,-0.010885513333333333,-0.009270936666666667,-0.009739636666666666
-0.00901047,-0.01046886,-0.010625079999999999,-0.010052133333333334,-0.010104256666666667,-0.008958393333333333,-0.008802119999999998,-0.009218813333333332
-0.009375073333333333,-0.010000183333333332,-0.010625063333333334,-0.009895923333333332,-0.00921881,-0.009531336666666668,-0.009270909999999999,-0.009166733333333333
-0.009270886666666667,-0.009843773333333333,-0.01005216,-0.009270926666666669,-0.010104219999999999,-0.010208366666666668,-0.00942716,-0.009114633333333334
-0.00864591,-0.009791743333333332,-0.0097917,-0.00916677,-0.00953135,-0.009843786666666667,-0.009375003333333333,-0.0098959
-0.009270913333333332,-0.009687496666666667,-0.01036466,-0.00916673,-0.009843840000000001,-0.009374973333333333,-0.009270846666666666,-0.008750053333333334
-0.008489636666666666,-0.009583383333333332,-0.010937586666666667,-0.010104246666666665,-0.01036462,-0.009947946666666667,-0.008854200000000001,-0.008645906666666666
-0.009062566666666667,-0.009322933333333333,-0.009791716666666667,-0.00984381,-0.009948,-0.01000018,-0.008385466666666666,-0.009010476666666666
-0.009583393333333332,-0.010052056666666667,-0.010625073333333335,-0.009895913333333332,-0.009583406666666667,-0.009270876666666667,-0.009166736666666668,-0.009166736666666668
-0.009583426666666667,-0.009375026666666666,-0.010364653333333335,-0.009895913333333332,-0.010364666666666666,-0.00885409,-0.009895916666666666,-0.00947923
-0.009843823333333333,-0.010364676666666668,-0.010520913333333333,-0.008645906666666666,-0.010260476666666666,-0.009531403333333332,-0.009062566666666667,-0.00937505
-0.009895893333333333,-0.009531363333333332,-0.00963548,-0.009218823333333332,-0.009895916666666666,-0.009375066666666668,-0.009479243333333331,-0.009583383333333332
-0.009114659999999998,-0.010208456666666666,-0.010833393333333335,-0.00979174,-0.009270913333333334,-0.00994796,-0.009427136666666667,-0.008854223333333333
-0.00916674,-0.009531203333333335,-0.009687533333333333,-0.009010503333333334,-0.01000007,-0.00984388,-0.009010493333333333,-0.008750046666666667
-0.009322983333333333,-0.009739593333333333,-0.010260493333333334,-0.009114616666666667,-0.009531323333333333,-0.009739606666666668,-0.009010483333333335,-0.00927091
-0.009270889999999999,-0.009114626666666667,-0.010520933333333333,-0.009479233333333333,-0.009427116666666666,-0.00963546,-0.009166696666666667,-0.00859382
-0.00864588,-0.009375070000000001,-0.010104266666666667,-0.009583393333333332,-0.010208386666666668,-0.00947923,-0.008593823333333332,-0.008906306666666667
-0.009427163333333332,-0.010364643333333333,-0.010312536666666665,-0.00947923,-0.010364633333333335,-0.009114679999999998,-0.008750013333333334,-0.009375033333333333
-0.009218806666666668,-0.009948043333333333,-0.008750013333333332,-0.008958366666666667,-0.010052160000000001,-0.009843896666666666,-0.00989587,-0.008802159999999998
-0.00973965,-0.010572916666666666,-0.009843886666666666,-0.009375089999999999,-0.010208423333333334,-0.009687526666666666,-0.009010486666666664,-0.009322966666666668
-0.009270906666666667,-0.009947933333333332,-0.01062504,-0.010052176666666664,-0.00942715,-0.00932296,-0.009375026666666668,-0.00937506
-0.009270889999999999,-0.010104176666666666,-0.010312553333333332,-0.009270893333333334,-0.010520893333333333,-0.009062523333333334,-0.008906309999999999,-0.009322956666666667
-0.008958396666666667,-0.009114606666666667,-0.01135428,-0.009635489999999998,-0.010156320000000002,-0.009739676666666667,-0.009010443333333335,-0.008177126666666666
-0.009114656666666669,-0.009843820000000001,-0.009739646666666667,-0.008958416666666667,-0.009843813333333333,-0.00906257,-0.008437566666666667,-0.009270913333333332
-0.00843755,-0.009427029999999998,-0.010468963333333333,-0.009062579999999999,-0.009583383333333332,-0.00947925,-0.009218766666666666,-0.008854223333333333
-0.009322976666666666,-0.009531360000000001,-0.010989643333333333,-0.009843856666666666,-0.010104206666666666,-0.010000070000000002,-0.008958363333333332,-0.008281293333333333
-0.009479213333333333,-0.0096875,-0.010052156666666666,-0.008802146666666667,-0.00963547,-0.010833386666666668,-0.008958393333333333,-0.008958389999999998
-0.009479263333333331,-0.009583386666666666,-0.010989593333333336,-0.009218823333333332,-0.010260473333333334,-0.0092709,-0.008958406666666668,-0.008697983333333334
-0.009270943333333333,-0.009531383333333332,-0.011198016666666668,-0.009427153333333332,-0.010208416666666666,-0.009270943333333333,-0.008854246666666666,-0.008802136666666667
-0.009010480000000001,-0.010625026666666667,-0.01052097,-0.009479236666666667,-0.00958342,-0.009010530000000001,-0.009687536666666666,-0.008906309999999999
-0.008802153333333333,-0.010833333333333334,-0.01052091,-0.00916675,-0.010833393333333333,-0.009583473333333333,-0.009218819999999999,-0.009114633333333332
-0.009062563333333334,-0.009114686666666667,-0.00927087,-0.009479233333333333,-0.010416746666666666,-0.008541693333333333,-0.009166713333333333,-0.009427166666666667
-0.009375066666666668,-0.010364563333333333,-0.010052206666666666,-0.009531316666666668,-0.010156323333333333,-0.009166646666666667,-0.008906299999999999,-0.009062576666666667
-0.008697976666666666,-0.009895856666666668,-0.010885433333333333,-0.009010456666666666,-0.010625073333333334,-0.009114686666666667,-0.009218793333333334,-0.00890632
-0.00875005,-0.009375003333333333,-0.009947983333333334,-0.00937507,-0.010000076666666665,-0.009947986666666667,-0.009895903333333332,-0.00880213
-0.009166716666666668,-0.010104233333333334,-0.010052103333333333,-0.009010506666666666,-0.009323003333333333,-0.009583430000000002,-0.009114696666666668,-0.009479233333333333
-0.00906257,-0.010520903333333333,-0.010312546666666667,-0.009948013333333332,-0.009947986666666667,-0.009531326666666666,-0.009114626666666667,-0.00947923
-0.009218813333333332,-0.00973967,-0.010833433333333333,-0.009739666666666667,-0.009791726666666667,-0.009010466666666668,-0.009114653333333333,-0.008906289999999999
-0.00895839,-0.009479276666666668,-0.010104296666666667,-0.009322973333333333,-0.00927088,-0.009322986666666668,-0.008593786666666665,-0.00958341
-0.009270926666666667,-0.009479263333333333,-0.010677166666666666,-0.009166726666666666,-0.010312576666666665,-0.009687576666666666,-0.009270923333333334,-0.009166726666666666
-0.00973967,-0.010729203333333333,-0.009947976666666665,-0.009322993333333333,-0.010260463333333334,-0.009583403333333332,-0.009166693333333335,-0.00848963
-0.00916673,-0.009479193333333333,-0.010625053333333336,-0.009479263333333331,-0.010208410000000001,-0.0096876,-0.009218793333333334,-0.008697956666666666
-0.00921877,-0.009739736666666667,-0.010260556666666665,-0.009270896666666669,-0.01010421,-0.009479159999999999,-0.009583396666666667,-0.00937504
-0.008645916666666666,-0.009375053333333333,-0.01067717,-0.00932299,-0.009739679999999999,-0.009374986666666668,-0.0089584,-0.00916673
-0.008802143333333333,-0.009114666666666668,-0.010000096666666665,-0.009114639999999999,-0.009895900000000001,-0.010312483333333334,-0.009531303333333335,-0.009322973333333333
-0.009427153333333334,-0.009739646666666667,-0.010520910000000001,-0.009739643333333332,-0.010156316666666667,-0.008750079999999999,-0.009479196666666667,-0.009270889999999999
-0.009218803333333333,-0.009635433333333332,-0.010625089999999998,-0.009531340000000001,-0.01026044,-0.009479206666666667,-0.008645896666666666,-0.00875005
-0.009427143333333332,-0.01052081,-0.010885476666666666,-0.009427136666666667,-0.009531316666666668,-0.009635506666666667,-0.009531293333333333,-0.008802123333333333
-0.009322989999999998,-0.009531416666666665,-0.011562596666666666,-0.00984383,-0.009843800000000002,-0.00916672,-0.009583413333333332,-0.009479256666666666
-0.009270916666666667,-0.009947986666666665,-0.00984382,-0.009166736666666666,-0.009687560000000001,-0.00994799,-0.00848962,-0.008958406666666667
-0.008802136666666668,-0.009791689999999999,-0.010052113333333331,-0.008333420000000001,-0.009531326666666668,-0.00989585,-0.009583376666666667,-0.008750063333333334
-0.009166746666666666,-0.009843693333333332,-0.010833416666666667,-0.009427176666666667,-0.009531326666666668,-0.009687553333333333,-0.009322953333333335,-0.00942713
-0.009062556666666666,-0.009791760000000002,-0.010833403333333333,-0.009062576666666666,-0.009479256666666668,-0.009791696666666667,-0.009531263333333335,-0.009270906666666669
-0.008697973333333333,-0.009583343333333333,-0.009479226666666667,-0.009739653333333332,-0.00973961333333333,-0.00973971,-0.00921880666666667,-0.00937505
-0.008229233333333334,-0.009895863333333333,-0.01046881,-0.009062579999999999,-0.009583406666666665,-0.009166653333333335,-0.009427136666666667,-0.009583403333333334
-0.00906259,-0.00979177,-0.011041736666666668,-0.009270906666666667,-0.009635473333333332,-0.009322953333333333,-0.00984381,-0.009479236666666665
-0.009322976666666666,-0.009583406666666667,-0.009948003333333334,-0.00958341,-0.009947956666666667,-0.0093229,-0.009791756666666667,-0.008750066666666667
-0.008958386666666667,-0.00953143,-0.010000043333333333,-0.009427176666666669,-0.010520913333333333,-0.010000023333333333,-0.00963544,-0.008854213333333335
-0.009322976666666666,-0.010416736666666666,-0.009843796666666666,-0.009895913333333332,-0.010260486666666666,-0.009739719999999999,-0.009166713333333333,-0.008750039999999999
-0.00927091,-0.00869795,-0.010520936666666666,-0.00984385,-0.009583413333333332,-0.009895863333333334,-0.00942714,-0.009010476666666666
-0.009322990000000001,-0.010572973333333333,-0.01026048,-0.009479233333333333,-0.01046883,-0.009270873333333334,-0.008854263333333333,-0.009114646666666667
-0.009687566666666666,-0.010468866666666665,-0.00994799,-0.009479233333333333,-0.010208443333333332,-0.009687513333333331,-0.00937506,-0.009218800000000001
-0.009687553333333331,-0.010312546666666667,-0.009739666666666667,-0.009427133333333334,-0.009427113333333334,-0.009375046666666668,-0.008958426666666667,-0.00932299
-0.009166726666666666,-0.0103125,-0.009843806666666666,-0.008906326666666667,-0.009322946666666668,-0.009218726666666668,-0.00880216,-0.01031258
-0.008697973333333334,-0.009270903333333334,-0.011145896666666667,-0.009062576666666666,-0.009791693333333332,-0.009270823333333334,-0.00916672,-0.009375036666666666
-0.009166733333333333,-0.00942718,-0.00937504,-0.009531326666666668,-0.01000006,-0.009635426666666669,-0.00906252,-0.009270876666666667
-0.00932299,-0.01026046,-0.010416703333333333,-0.009427126666666667,-0.009843826666666666,-0.010104206666666666,-0.009947993333333332,-0.009583383333333334
-0.009062593333333332,-0.009687563333333333,-0.010520926666666668,-0.009427143333333332,-0.010260486666666666,-0.009010476666666666,-0.009114666666666667,-0.00869797
-0.008437576666666665,-0.009843843333333333,-0.01078138,-0.008854213333333335,-0.010468826666666667,-0.009895923333333334,-0.009218813333333332,-0.009218829999999999
-0.009322976666666666,-0.009687586666666666,-0.010260416666666666,-0.009010470000000001,-0.00973965,-0.010208356666666666,-0.008750049999999999,-0.008906289999999999
-0.009791746666666667,-0.009739626666666668,-0.010729186666666668,-0.008958393333333333,-0.009687563333333335,-0.009166796666666668,-0.008750043333333334,-0.009635516666666667
-0.009010476666666666,-0.0096876,-0.01020839,-0.008854246666666666,-0.010208406666666668,-0.00921875,-0.008333380000000001,-0.0089584
-0.008541733333333334,-0.009583366666666667,-0.009895913333333332,-0.009322983333333333,-0.009739639999999999,-0.010104203333333334,-0.009010516666666666,-0.00869798
-0.009114659999999998,-0.009218826666666666,-0.010520923333333335,-0.00927093,-0.010208403333333334,-0.0104688,-0.009322953333333333,-0.00927089
-0.008697973333333333,-0.00989581,-0.010520933333333333,-0.008958409999999998,-0.009948026666666667,-0.00963543,-0.009479206666666667,-0.009531323333333334
-0.009062556666666666,-0.01010421,-0.010000076666666666,-0.009375083333333332,-0.010729216666666668,-0.009166743333333333,-0.009062573333333334,-0.008541696666666668
-0.009479243333333333,-0.010052146666666666,-0.01036471,-0.009687580000000001,-0.01015632,-0.009687580000000001,-0.009583389999999999,-0.010156303333333333
-0.009687556666666666,-0.007916706666666667,-0.01083339,-0.008385473333333334,-0.009739666666666667,-0.008906343333333334,-0.008750053333333336,-0.009843813333333333
-0.009948009999999998,-0.00822919,-0.010364663333333333,-0.009791736666666667,-0.009843793333333333,-0.009583313333333333,-0.009375099999999999,-0.008906309999999999
-0.009427163333333332,-0.009479180000000002,-0.01010423,-0.008958403333333335,-0.009947980000000002,-0.009895890000000001,-0.008906286666666666,-0.009062559999999999
-0.008385483333333332,-0.009114696666666668,-0.009947949999999999,-0.009583413333333332,-0.009895886666666666,-0.00963548,-0.0096355,-0.0089063
-0.008489663333333333,-0.010052066666666666,-0.010208403333333333,-0.009947973333333332,-0.010052170000000001,-0.009375053333333334,-0.008750023333333334,-0.009010473333333333
-0.00947922,-0.009635483333333333,-0.010572956666666666,-0.00932298,-0.00994797,-0.009791720000000002,-0.009531320000000001,-0.008906316666666667
-0.009218823333333332,-0.010052206666666667,-0.010833356666666667,-0.009375083333333332,-0.00973965,-0.008802076666666667,-0.009062546666666667,-0.008645923333333335
-0.009895906666666666,-0.009531236666666667,-0.01083342,-0.00890632,-0.009427086666666668,-0.00937513,-0.009895900000000001,-0.009062556666666666
-0.009583386666666667,-0.010312443333333332,-0.010625106666666667,-0.009687586666666666,-0.009635489999999998,-0.00901039,-0.008906346666666667,-0.009375066666666668
-0.00901049,-0.00869796,-0.010208423333333334,-0.0096355,-0.010625046666666667,-0.010416809999999999,-0.009791770000000002,-0.009479216666666668
-0.009479246666666667,-0.009218883333333334,-0.01067722,-0.009218796666666668,-0.010312556666666665,-0.009687563333333333,-0.009062516666666666,-0.009114666666666667
-0.00937504,-0.009531313333333333,-0.010937573333333334,-0.009062559999999999,-0.009947966666666667,-0.009062633333333334,-0.009062563333333334,-0.009270889999999999
-0.009843843333333331,-0.009895963333333334,-0.01036466,-0.009218806666666666,-0.009583413333333332,-0.0095834,-0.00953127,-0.009479226666666667
-0.008593826666666667,-0.010260536666666669,-0.01104171,-0.00916675,-0.010468796666666667,-0.009427203333333333,-0.008906273333333334,-0.009739696666666667
-0.009739656666666667,-0.010573026666666667,-0.010937559999999999,-0.009583426666666667,-0.009427156666666669,-0.009531326666666666,-0.01010426,-0.00932298
-0.009010510000000001,-0.009635386666666667,-0.010468813333333334,-0.00916675,-0.010260483333333334,-0.00947922,-0.008802063333333334,-0.009114636666666667
-0.009218816666666668,-0.00937497,-0.010937539999999999,-0.009843823333333331,-0.009791720000000002,-0.010052196666666667,-0.009114626666666667,-0.008958383333333333
-0.00812508,-0.009635563333333333,-0.009843866666666666,-0.009062559999999999,-0.010208436666666666,-0.008854233333333333,-0.009010466666666666,-0.008854213333333335
-0.00911467,-0.009531320000000001,-0.010416773333333334,-0.009375066666666666,-0.01036466,-0.00953123,-0.009218823333333332,-0.008958406666666667
-0.00937505,-0.009375163333333334,-0.010468966666666664,-0.009166726666666666,-0.009843796666666666,-0.00979169,-0.009166720000000001,-0.00911463
