electrode_1_zero_crossing,electrode_2_zero_crossing,electrode_3_zero_crossing,electrode_4_zero_crossing,electrode_5_zero_crossing,electrode_6_zero_crossing,electrode_7_zero_crossing,electrode_8_zero_crossing
64,80,44,68,52,55,70,33
53,67,44,72,46,55,71,49
54,79,44,68,53,60,84,49
56,82,56,71,52,43,55,38
53,88,48,61,52,31,56,36
75,85,54,83,43,41,64,44
45,83,40,74,50,35,59,33
69,77,46,76,56,34,47,48
55,82,56,76,47,35,56,33
20,40,70,52,40,13,17,7
47,67,90,74,48,31,46,63
41,70,86,63,49,28,30,42
41,64,68,58,47,23,28,43
44,72,79,77,49,38,43,42
43,70,85,62,42,48,34,45
52,63,84,53,44,28,54,67
44,70,85,71,49,34,45,66
44,65,88,50,49,23,33,46
39,80,72,49,47,30,38,54
48,74,75,60,48,20,43,64
42,64,74,50,44,24,39,65
39,60,83,50,42,16,47,72
33,65,82,72,49,29,41,60
59,71,69,55,29,34,46,45
51,65,77,72,45,23,37,59
36,78,92,60,40,28,21,29
51,69,94,64,40,48,36,61
49,65,75,60,28,33,55,69
53,83,90,59,38,44,53,77
43,71,82,62,35,28,44,78
44,72,81,58,42,60,65,66
40,74,89,49,33,66,60,52
49,69,83,57,41,68,57,62
39,73,82,48,45,72,61,48
48,73,77,52,32,68,53,51
53,71,77,54,48,64,72,65
50,71,67,46,43,77,64,57
35,70,76,50,48,67,51,51
43,73,87,58,60,70,70,58
38,70,81,58,39,58,66,54
58,75,75,56,47,66,56,71
55,67,85,57,45,48,66,48
70,72,82,70,54,44,64,55
60,65,83,60,37,51,51,54
63,53,94,53,44,46,54,62
50,62,88,55,42,45,55,47
53,60,81,74,41,53,56,57
56,58,87,59,39,54,48,49
55,75,79,76,54,48,59,57
54,63,81,73,38,43,53,57
51,52,89,76,39,15,21,27
17,60,91,76,26,14,31,10
59,80,84,74,63,56,56,41
47,71,77,85,50,46,56,47
55,67,73,68,57,60,54,54
44,62,75,79,48,51,56,43
35,65,82,74,48,54,63,58
43,65,72,68,51,53,63,45
48,64,73,70,37,49,66,49
48,65,76,61,43,51,55,55
53,63,73,59,50,58,62,56
43,67,80,77,40,60,62,44
