electrode_1_average_amplitude_change,electrode_2_average_amplitude_change,electrode_3_average_amplitude_change,electrode_4_average_amplitude_change,electrode_5_average_amplitude_change,electrode_6_average_amplitude_change,electrode_7_average_amplitude_change,electrode_8_average_amplitude_change
0.030104346666666667,0.024739736666666675,0.02427101000000001,0.020364760000000013,0.013593876666666673,0.019583480000000007,0.017239670000000006,0.015937646666666676
0.034635676666666636,0.03291679999999997,0.055208446666666654,0.01864602000000001,0.015416730000000012,0.022864850000000013,0.023072990000000012,0.01854194000000001
0.027864860000000005,0.028750100000000015,0.03432305999999997,0.020781353333333343,0.016302196666666678,0.025520880000000013,0.023906456666666676,0.016093816666666674
0.030052290000000013,0.029687779999999997,0.03854194666666663,0.03197946666666663,0.016823036666666676,0.02067717333333334,0.01859386333333334,0.015677196666666674
0.028489710000000005,0.026302250000000013,0.026770986666666677,0.026771066666666687,0.01614599000000001,0.021093830000000004,0.025156436666666677,0.01776059000000001
0.03343778666666662,0.03562523333333331,0.032500273333333315,0.02838556333333333,0.016666776666666674,0.019791846666666675,0.021510510000000007,0.01796889000000001
0.029687646666666647,0.03151071666666665,0.024583556666666683,0.02375020000000002,0.01567721000000001,0.01979186666666668,0.02031261333333334,0.01588554333333334
0.03895858999999996,0.030677263333333312,0.029479300000000007,0.03140651999999998,0.014270946666666673,0.015364710000000009,0.015104306666666675,0.015364710000000009
0.022135696666666673,0.025937713333333338,0.029375166666666667,0.026927270000000014,0.015416813333333345,0.018073096666666674,0.018697976666666675,0.015625086666666673
0.027708493333333327,0.025573183333333343,0.03213545999999996,0.023021033333333343,0.012812600000000004,0.017448093333333345,0.02036473000000001,0.015833466666666674
0.031823016666666634,0.026406396666666682,0.03130221666666665,0.02135434666666668,0.015573050000000007,0.020573010000000013,0.022135563333333344,0.016927196666666675
0.025885563333333344,0.028593996666666673,0.031458653333333315,0.02526064333333335,0.014427213333333343,0.01734388333333334,0.01916683333333334,0.015468856666666676
0.029271069999999975,0.02593776000000001,0.02286472000000001,0.02307311666666668,0.015729333333333338,0.018750140000000005,0.016198036666666672,0.014062616666666672
0.02562510666666668,0.022916793333333345,0.02776061666666668,0.023698120000000017,0.014218883333333336,0.016823016666666676,0.014687613333333337,0.011770926666666669
0.031458566666666646,0.018906396666666672,0.030885723333333323,0.02302100666666668,0.01260426,0.017291793333333343,0.015573020000000009,0.012552170000000003
0.031458646666666645,0.02906279999999999,0.03671899666666665,0.023906483333333343,0.013385556666666675,0.014895973333333343,0.012448006666666667,0.013229240000000005
0.03437527666666663,0.027968953333333327,0.02583348666666668,0.025885566666666682,0.01666682000000001,0.025052163333333342,0.026823116666666678,0.01942719666666667
0.043854279999999954,0.0344274633333333,0.026979370000000013,0.022031456666666678,0.01468760666666667,0.01651059666666668,0.017031386666666672,0.015104280000000005
0.042760776666666625,0.03270865666666665,0.034739859999999956,0.028229353333333335,0.016718886666666676,0.020260550000000006,0.020520983333333347,0.018802150000000007
0.04432312333333328,0.030625219999999988,0.025781410000000015,0.02052095333333334,0.014479306666666678,0.015312620000000008,0.017448063333333343,0.016979280000000003
0.03875014333333328,0.041979453333333305,0.039896226666666604,0.025937730000000016,0.01718770333333335,0.023437713333333342,0.02531275333333334,0.017135550000000006
