electrode_1_average_amplitude_change,electrode_2_average_amplitude_change,electrode_3_average_amplitude_change,electrode_4_average_amplitude_change,electrode_5_average_amplitude_change,electrode_6_average_amplitude_change,electrode_7_average_amplitude_change,electrode_8_average_amplitude_change
0.07911494666666671,0.06255279333333338,0.05640667333333328,0.03406267999999996,0.028646106666666664,0.025000143333333346,0.014427240000000008,0.016770973333333345
0.0635940766666667,0.05145850666666661,0.05322948666666663,0.03802115999999995,0.03526055666666665,0.0335939633333333,0.015312613333333343,0.017083466666666672
0.06380258333333334,0.03708365999999994,0.05005230333333328,0.03776059333333328,0.025104293333333343,0.023698163333333338,0.014323023333333336,0.018698066666666676
0.03875040666666663,0.033698136666666656,0.04322957333333329,0.03296894333333331,0.028020980000000004,0.023646080000000014,0.014948016666666675,0.016093876666666673
0.045000306666666615,0.04786495333333327,0.05640666666666662,0.04421902999999996,0.028750276666666668,0.026927390000000013,0.015052176666666668,0.014583446666666677
0.05307324999999994,0.03739598666666664,0.0647399466666666,0.03708344666666664,0.025729360000000014,0.020000133333333343,0.011198023333333341,0.01557302333333334
0.06416724000000003,0.049791993333333305,0.058281489999999964,0.037812636666666635,0.03072939999999998,0.023020896666666676,0.014218810000000002,0.017187623333333343
0.056667099999999984,0.05005249666666662,0.06375071000000002,0.04552119999999992,0.026770940000000014,0.026666853333333348,0.014583450000000008,0.013281350000000003
0.07875034666666672,0.06114631666666668,0.06281286,0.03791681333333329,0.02786473333333333,0.025312700000000004,0.013698046666666675,0.01541675333333334
0.06541700333333339,0.057760843333333346,0.05250027333333328,0.04458344666666662,0.02661479000000002,0.02395850000000001,0.01604182000000001,0.01875014666666668
0.07812557333333335,0.0643234066666667,0.06515668000000006,0.04416697999999996,0.026146003333333348,0.024479366666666672,0.015156343333333341,0.01901053000000001
0.0625525033333334,0.05536489333333328,0.0705214266666667,0.04578171999999994,0.02375019333333335,0.023958513333333348,0.014062643333333345,0.017604266666666674
0.09286512333333338,0.06609397666666669,0.06697946333333334,0.04661487666666664,0.02692723000000001,0.025000133333333344,0.01484385666666667,0.01791679333333334
0.07322945333333336,0.07317749666666667,0.08500052000000008,0.045156459999999954,0.031875189999999984,0.027656366666666675,0.015573063333333349,0.017552236666666676
0.06416680333333337,0.04510434999999996,0.06927111333333336,0.03937527999999993,0.029323123333333333,0.024583486666666675,0.013333420000000006,0.018177186666666678
0.05161492333333331,0.06010464666666668,0.08177123000000001,0.043020886666666626,0.027552280000000005,0.026562660000000012,0.01307305000000001,0.015625100000000006
0.051614909999999924,0.05348996333333327,0.06244819666666666,0.04406276666666661,0.034271073333333305,0.030312739999999987,0.014375100000000005,0.016823076666666676
0.041823203333333295,0.034010679999999995,0.08239638000000002,0.03552103333333331,0.02848978333333333,0.026823063333333355,0.013906350000000005,0.012760530000000008
0.0505213233333333,0.05817745999999996,0.06343789333333333,0.04437527333333327,0.030208609999999976,0.025937593333333345,0.011875100000000001,0.013125126666666672
0.04859396333333328,0.05114629999999995,0.06494816666666667,0.04098978999999996,0.03354195333333328,0.02979195333333331,0.01614595333333334,0.014323033333333337
0.06421909,0.05776061333333335,0.07026113333333338,0.04427094666666666,0.028385566666666667,0.025989733333333348,0.014323043333333339,0.015000106666666669
0.047239886666666626,0.055937953333333325,0.0660943466666667,0.04901067999999997,0.029635656666666645,0.02875018,0.015000120000000006,0.014427230000000003
0.049739913333333274,0.05380244333333331,0.07541740000000002,0.05140656999999993,0.026666880000000018,0.021406363333333348,0.01463557000000001,0.013229286666666673
0.06135435000000002,0.044948186666666626,0.07192764000000001,0.049375176666666624,0.024218936666666677,0.02317719666666668,0.01510432000000001,0.017916800000000007
0.06099015,0.05046926999999995,0.07312550666666667,0.042604483333333304,0.028906543333333333,0.026093976666666675,0.01406259333333334,0.014531343333333337
0.05916700000000003,0.05385459666666667,0.06687538000000005,0.037396083333333295,0.02875026666666668,0.023854386666666675,0.014375120000000009,0.01692722000000001
0.05958380000000002,0.05078168333333329,0.07656283333333339,0.0412502033333333,0.028698056666666655,0.024375110000000012,0.014375106666666672,0.017343910000000008
