electrode_1_average_amplitude_change,electrode_2_average_amplitude_change,electrode_3_average_amplitude_change,electrode_4_average_amplitude_change,electrode_5_average_amplitude_change,electrode_6_average_amplitude_change,electrode_7_average_amplitude_change,electrode_8_average_amplitude_change
0.02338560000000001,0.04723972999999995,0.035156719999999954,0.026302190000000013,0.028437826666666652,0.04901077666666663,0.03015635666666665,0.015000130000000009
0.023906450000000013,0.06000024000000003,0.06567723333333333,0.029635626666666675,0.03307311333333331,0.06208358000000002,0.024218963333333347,0.013385520000000005
0.026562646666666676,0.05776051666666668,0.029739783333333325,0.024010590000000016,0.029843923333333303,0.059010836666666684,0.030937799999999977,0.012604293333333343
0.02406267333333334,0.06140643000000002,0.039635589999999964,0.024843943333333344,0.023073110000000008,0.03729187333333328,0.02640642333333334,0.014948026666666676
0.022708486666666673,0.05307319333333329,0.06500043000000001,0.022448060000000013,0.02125020333333335,0.0334377533333333,0.02161486333333334,0.014479273333333343
0.025677290000000016,0.051302769999999956,0.022968883333333343,0.01911473000000001,0.022187693333333345,0.05401081666666664,0.022031343333333342,0.014791786666666671
0.021250153333333344,0.050156663333333275,0.02437510000000001,0.02500022000000001,0.028281493333333324,0.07322956000000004,0.029322936666666653,0.015573056666666675
0.020833516666666677,0.03197941999999999,0.01796888333333334,0.021406430000000014,0.022708490000000008,0.03729208333333329,0.02265632666666668,0.014166770000000006
0.017500126666666678,0.04869827333333329,0.04203143999999997,0.01765638333333334,0.02192721333333334,0.04140642666666662,0.025989816666666683,0.012187600000000005
0.020520986666666675,0.04593789999999995,0.024427263333333345,0.02166679333333334,0.025312720000000014,0.054375173333333325,0.02786481666666667,0.013385536666666671
0.02067720333333334,0.05421903666666661,0.03572952666666666,0.02307302666666668,0.023802220000000013,0.05510439999999999,0.02828151333333333,0.013906403333333343
0.02572935333333335,0.05166689999999995,0.02458348666666668,0.02343768666666668,0.03005225,0.059219030000000054,0.026510536666666685,0.01765639666666667
0.020833503333333347,0.04161485666666664,0.025625093333333345,0.020833480000000012,0.027291846666666668,0.05796936666666668,0.03182309666666664,0.013385550000000006
