electrode_1_average_amplitude_change,electrode_2_average_amplitude_change,electrode_3_average_amplitude_change,electrode_4_average_amplitude_change,electrode_5_average_amplitude_change,electrode_6_average_amplitude_change,electrode_7_average_amplitude_change,electrode_8_average_amplitude_change
0.01677098666666668,0.019062600000000006,0.030156440000000007,0.02791683333333334,0.014791760000000008,0.012552176666666671,0.012031336666666675,0.013750133333333343
0.01677095333333335,0.018750153333333342,0.034948139999999996,0.030885666666666662,0.014427230000000003,0.013593916666666676,0.009427156666666669,0.014635530000000008
0.01567722000000001,0.019791803333333344,0.027031453333333358,0.02635432666666668,0.015573030000000003,0.013020946666666672,0.010104286666666669,0.014062626666666673
0.013437600000000003,0.019895983333333343,0.02671890333333335,0.02562518666666668,0.014323050000000007,0.01338553000000001,0.010000113333333333,0.013906350000000005
0.015468863333333334,0.020104306666666676,0.024479343333333348,0.02921898333333333,0.013437633333333346,0.01380216333333334,0.011041760000000006,0.013125133333333342
0.013437630000000006,0.019687606666666673,0.04062513333333331,0.03140657,0.015104313333333341,0.01317717666666667,0.008750080000000004,0.012552183333333335
0.01171881,0.018177253333333344,0.03161477999999998,0.029166926666666662,0.013541780000000003,0.012760516666666673,0.009635503333333333,0.012604260000000008
0.011823036666666674,0.017864750000000016,0.0343231,0.027187683333333355,0.013333450000000004,0.013229250000000005,0.01104174333333334,0.013802210000000006
0.012395920000000005,0.01718764666666668,0.028177280000000002,0.022343866666666677,0.013750100000000005,0.012864690000000003,0.01093758666666667,0.011718863333333338
0.015364733333333342,0.01781262666666668,0.024583526666666678,0.025156453333333342,0.013437600000000003,0.013073010000000006,0.01166676666666667,0.012187586666666667
0.01328140333333334,0.01953140000000001,0.02776059666666668,0.02552102000000002,0.01250011333333334,0.01421885666666667,0.010573003333333334,0.01281261333333334
0.012552180000000007,0.016562593333333337,0.026146036666666685,0.025625153333333345,0.012708440000000005,0.012708440000000005,0.00916672,0.012291820000000007
0.012604253333333338,0.017187650000000013,0.02583349333333335,0.024323083333333346,0.01354180333333334,0.01401056666666667,0.009270936666666667,0.012552203333333341
0.01328139000000001,0.01645843333333334,0.027500160000000006,0.02041681333333335,0.013698056666666672,0.011145953333333335,0.010573023333333336,0.012239700000000008
0.012916786666666673,0.017187663333333342,0.02630228666666668,0.03182321666666665,0.014739726666666675,0.012239663333333334,0.009687580000000001,0.011875106666666668
0.011979293333333339,0.01755224666666668,0.027291920000000018,0.02708350666666668,0.01453138333333334,0.01380221000000001,0.010729230000000001,0.013125106666666667
0.013645920000000004,0.015833446666666674,0.026041860000000014,0.02604187000000002,0.012968863333333336,0.01312511666666667,0.010104253333333335,0.01177096666666667
0.012604280000000006,0.017239706666666674,0.02812513333333334,0.023333500000000014,0.011510503333333337,0.012083440000000003,0.010468836666666669,0.011979273333333339
0.012187626666666672,0.016250140000000014,0.026302283333333353,0.027656440000000004,0.013698036666666672,0.011510543333333336,0.009062566666666669,0.011823010000000004
0.01213549666666667,0.01630224000000001,0.028177283333333344,0.021406420000000016,0.011979293333333337,0.012031343333333338,0.009843843333333336,0.011145926666666668
0.011666760000000009,0.013177200000000009,0.02281269000000001,0.020416840000000012,0.011666780000000007,0.01114595333333334,0.009635513333333335,0.010781370000000005
0.01187510666666667,0.016614726666666677,0.02359389666666668,0.021250160000000014,0.01187508666666667,0.011406343333333336,0.010156343333333338,0.010781363333333337
0.013229253333333338,0.014635576666666674,0.02494808000000002,0.02395853333333335,0.012239680000000003,0.01270842333333334,0.010416773333333343,0.011510510000000005
0.012552196666666671,0.01729180000000001,0.02380223333333334,0.023750206666666683,0.013281350000000008,0.01145840666666667,0.008697983333333336,0.011458436666666676
0.012708483333333341,0.016198040000000007,0.026666870000000013,0.02604184666666668,0.013489703333333339,0.01187511333333334,0.009427163333333335,0.012135536666666677
0.012448010000000004,0.014010523333333339,0.021770946666666676,0.02427100000000001,0.011093856666666667,0.010156350000000001,0.009531343333333336,0.010416759999999999
0.013177190000000005,0.015052216666666673,0.027604373333333345,0.021666816666666675,0.009843856666666666,0.010468830000000002,0.008177156666666668,0.010885490000000003
0.014375100000000005,0.015208503333333349,0.028802283333333345,0.022395966666666677,0.012395973333333341,0.01072929333333334,0.009270893333333334,0.011666773333333338
